,limit_year,level2_name,special_id,degree,rank_type,view_week,view_total,level3_name,name,rank,rankall,id,spcode,level1,level3,level1_name,view_month,level2
381,四年,工学,1180,工学学士,157,2,3168,矿业类,矿物资源工程,0,1095,gkspecial1180,081505T,1,77,本科,10,10
382,四年,工学,1181,工学学士,62,3,20871,矿业类,海洋油气工程,0,308,gkspecial1181,081506T,1,77,本科,13,10
383,四年,工学,196,工学学士,152,6,3653,纺织类,纺织工程,901,1051,gkspecial196,081601,1,78,本科,29,10
384,四年,工学,197,工学学士,82,13,10514,纺织类,服装设计与工程,900,769,gkspecial197,081602,1,78,本科,67,10
385,四年,工学,1182,工学学士,170,4,2231,纺织类,非织造材料与工程,0,1199,gkspecial1182,081603T,1,78,本科,17,10
386,四年,工学,1183,工学学士,114,3,5998,纺织类,服装设计与工艺教育,0,896,gkspecial1183,081604T,1,78,本科,24,10
387,4,工学,8398,工学学士,198,1,13,纺织类,丝绸设计与工程,0,1397,gkspecial8398,081605T,1,78,本科,13,10
388,四年,工学,198,工学学士,137,9,4339,轻工类,轻化工程,9999,994,gkspecial198,081701,1,79,本科,30,10
389,四年,工学,199,工学学士,135,6,4453,轻工类,包装工程,898,989,gkspecial199,081702,1,79,本科,24,10
390,四年,工学,200,工学学士,167,1,2474,轻工类,印刷工程,897,1181,gkspecial200,081703,1,79,本科,16,10
391,4,工学,8399,工学学士,208,2,11,轻工类,香料香精技术与工程,0,1415,gkspecial8399,081704T,1,79,本科,11,10
392,4,工学,8400,工学学士,196,4,14,轻工类,化妆品技术与工程,0,1391,gkspecial8400,081705T,1,79,本科,14,10
393,四年,工学,201,工学学士,87,26,9883,交通运输类,交通运输,896,784,gkspecial201,081801,1,80,本科,80,10
394,四年,工学,202,工学学士,88,10,9854,交通运输类,交通工程,895,785,gkspecial202,081802,1,80,本科,49,10
395,四年,工学,203,工学学士,140,3,4227,交通运输类,航海技术,894,1006,gkspecial203,081803K,1,80,本科,20,10
396,四年,工学,204,工学学士,84,6,10336,交通运输类,轮机工程,893,775,gkspecial204,081804K,1,80,本科,19,10
397,四年,工学,205,工学学士,109,4,6453,交通运输类,飞行技术,892,877,gkspecial205,081805K,1,80,本科,37,10
398,四年,工学,1184,工学学士,46,6,21055,交通运输类,交通设备与控制工程,0,234,gkspecial1184,081806T,1,80,本科,22,10
399,四年,工学,1185,工学学士,65,1,20789,交通运输类,救助与打捞工程,0,369,gkspecial1185,081807T,1,80,本科,8,10
400,四年,工学,1186,工学学士,56,2,20930,交通运输类,船舶电子电气工程,0,278,gkspecial1186,081808TK,1,80,本科,16,10
401,4,工学,8401,工学学士,190,6,17,交通运输类,轨道交通电气与控制,0,1373,gkspecial8401,081809T,1,80,本科,17,10
402,4,工学,8402,工学学士,199,1,13,交通运输类,邮轮工程与管理,0,1398,gkspecial8402,081810T,1,80,本科,13,10
403,四年,工学,206,工学学士,119,7,5734,海洋工程类,船舶与海洋工程,891,912,gkspecial206,081901,1,81,本科,29,10
404,四年,工学,1187,工学学士,48,4,21005,海洋工程类,海洋工程与技术,0,248,gkspecial1187,081902T,1,81,本科,16,10
405,四年,工学,1188,工学学士,53,2,20962,海洋工程类,海洋资源开发技术,0,268,gkspecial1188,081903T,1,81,本科,11,10
406,4,工学,8403,工学学士,204,2,12,海洋工程类,海洋机器人,0,1405,gkspecial8403,081904T,1,81,本科,12,10
407,四年,工学,207,工学学士,2,25,145450,航空航天类,航空航天工程,890,6,gkspecial207,082001,1,82,本科,107,10
408,四年,工学,208,工学学士,102,11,7909,航空航天类,飞行器设计与工程,889,834,gkspecial208,082002,1,82,本科,55,10
409,四年,工学,209,工学学士,108,4,6503,航空航天类,飞行器制造工程,888,876,gkspecial209,082003,1,82,本科,25,10
410,四年,工学,210,工学学士,93,6,9067,航空航天类,飞行器动力工程,887,799,gkspecial210,082004,1,82,本科,32,10
411,四年,工学,211,工学学士,160,3,3009,航空航天类,飞行器环境与生命保障工程,886,1115,gkspecial211,082005,1,82,本科,10,10
412,四年,工学,1189,工学学士,63,2,20854,航空航天类,飞行器质量与可靠性,0,317,gkspecial1189,082006T,1,82,本科,10,10
413,四年,工学,1190,工学学士,51,4,20985,航空航天类,飞行器适航技术,0,254,gkspecial1190,082007T,1,82,本科,15,10
414,四年,工学,1288,工学学士,175,5,480,航空航天类,飞行器控制与信息工程,0,1273,gkspecial1288,082008T,1,82,本科,19,10
415,4,工学,8404,工学学士,209,1,11,航空航天类,无人驾驶航空器系统工程,0,1416,gkspecial8404,082009T,1,82,本科,11,10
416,四年,工学,212,工学学士,128,10,5084,兵器类,武器系统与工程,885,946,gkspecial212,082101,1,83,本科,36,10
417,四年,工学,213,工学学士,54,4,20953,兵器类,武器发射工程,884,271,gkspecial213,082102,1,83,本科,18,10
418,四年,工学,214,工学学士,159,1,3046,兵器类,探测制导与控制技术,883,1108,gkspecial214,082103,1,83,本科,14,10
419,四年,工学,215,工学学士,149,3,3893,兵器类,弹药工程与爆炸技术,882,1036,gkspecial215,082104,1,83,本科,20,10
420,四年,工学,216,工学学士,58,5,20917,兵器类,特种能源技术与工程,881,283,gkspecial216,082105,1,83,本科,10,10
421,四年,工学,217,工学学士,49,4,20987,兵器类,装甲车辆工程,880,251,gkspecial217,082106,1,83,本科,18,10
422,四年,工学,218,工学学士,107,3,6541,兵器类,信息对抗技术,879,874,gkspecial218,082107,1,83,本科,15,10
423,四年,工学,219,工学学士,81,11,11048,核工程类,核工程与核技术,878,762,gkspecial219,082201,1,84,本科,39,10
424,四年,工学,220,工学学士,60,3,20875,核工程类,辐射防护与核安全,877,300,gkspecial220,082202,1,84,本科,15,10
425,四年,工学,221,工学学士,112,3,6184,核工程类,工程物理,876,887,gkspecial221,082203,1,84,本科,20,10
426,四年,工学,222,工学学士,134,3,4541,核工程类,核化工与核燃料工程,875,983,gkspecial222,082204,1,84,本科,15,10
427,四年,工学,223,工学学士,165,3,2546,农业工程类,农业工程,874,1174,gkspecial223,082301,1,85,本科,12,10
428,四年,工学,224,工学学士,146,2,4055,农业工程类,农业机械化及其自动化,873,1026,gkspecial224,082302,1,85,本科,17,10
429,四年,工学,225,工学学士,59,1,20880,农业工程类,农业电气化,872,298,gkspecial225,082303,1,85,本科,11,10
430,四年,工学,226,工学学士,161,4,2879,农业工程类,农业建筑环境与能源工程,871,1130,gkspecial226,082304,1,85,本科,13,10
431,四年,工学,227,工学学士,158,6,3114,农业工程类,农业水利工程,870,1103,gkspecial227,082305,1,85,本科,19,10
432,4,工学,8405,工学学士,210,1,11,农业工程类,土地整治工程,0,1417,gkspecial8405,082306T,1,85,本科,11,10
433,四年,工学,228,工学学士,171,2,2218,林业工程类,森林工程,869,1200,gkspecial228,082401,1,86,本科,12,10
434,四年,工学,229,工学学士,156,2,3473,林业工程类,木材科学与工程,868,1066,gkspecial229,082402,1,86,本科,11,10
435,四年,工学,230,工学学士,131,2,4915,林业工程类,林产化工,867,954,gkspecial230,082403,1,86,本科,9,10
436,4,工学,8406,工学学士,200,3,13,林业工程类,家具设计与工程,0,1399,gkspecial8406,082404T,1,86,本科,13,10
437,四年,工学,231,工学学士,100,15,8111,环境科学与工程类,环境科学与工程,866,825,gkspecial231,082501,1,87,本科,62,10
438,四年,工学,232,工学学士,20,28,22647,环境科学与工程类,环境工程,865,106,gkspecial232,082502,1,87,本科,101,10
439,四年,工学,233,工学学士,36,13,21609,环境科学与工程类,环境科学,864,151,gkspecial233,082503,1,87,本科,42,10
440,四年,工学,234,工学学士,41,9,21220,环境科学与工程类,环境生态工程,863,193,gkspecial234,082504,1,87,本科,24,10
441,四年,工学,1191,工学学士,57,4,20928,环境科学与工程类,环保设备工程,0,279,gkspecial1191,082505T,1,87,本科,16,10
442,四年,工学,1192,工学学士,127,7,5105,环境科学与工程类,资源环境科学,0,944,gkspecial1192,082506T,1,87,本科,15,10
443,四年,工学,1193,工学学士,169,2,2387,环境科学与工程类,水质科学与技术,0,1189,gkspecial1193,082507T,1,87,本科,8,10
444,四年,工学,235,工学学士,72,18,14360,生物医学工程类,生物医学工程,862,712,gkspecial235,082601,1,88,本科,88,10
445,四年,工学,1194,工学学士,163,2,2769,生物医学工程类,假肢矫形工程,0,1145,gkspecial1194,082602T,1,88,本科,12,10
446,4,工学,8407,工学学士,195,3,15,生物医学工程类,临床工程技术,0,1385,gkspecial8407,082603T,1,88,本科,15,10
447,四年,工学,236,工学学士,79,31,11388,食品科学与工程类,食品科学与工程,861,752,gkspecial236,082701,1,89,本科,89,10
448,四年,工学,237,工学学士,90,12,9694,食品科学与工程类,食品质量与安全,860,788,gkspecial237,082702,1,89,本科,36,10
449,四年,工学,238,工学学士,164,2,2550,食品科学与工程类,粮食工程,859,1172,gkspecial238,082703,1,89,本科,9,10
450,四年,工学,239,工学学士,64,1,20852,食品科学与工程类,乳品工程,858,318,gkspecial239,082704,1,89,本科,8,10
451,四年,工学,240,工学学士,143,2,4100,食品科学与工程类,酿酒工程,857,1021,gkspecial240,082705,1,89,本科,16,10
452,四年,工学,1195,工学学士,133,3,4611,食品科学与工程类,葡萄与葡萄酒工程,0,976,gkspecial1195,082706T,1,89,本科,13,10
453,四年,工学,1196,工学学士,141,2,4219,食品科学与工程类,食品营养与检验教育,0,1007,gkspecial1196,082707T,1,89,本科,15,10
454,四年,工学,1197,工学学士,95,10,9026,食品科学与工程类,烹饪与营养教育,0,801,gkspecial1197,082708T,1,89,本科,37,10
455,4,工学,8408,工学学士,188,9,19,食品科学与工程类,食品安全与检测,0,1366,gkspecial8408,082709T,1,89,本科,19,10
456,四年,工学,241,工学学士,6,53,62330,建筑类,建筑学,856,17,gkspecial241,082801,1,90,本科,300,10
457,四年,工学,242,工学学士,25,19,22244,建筑类,城乡规划,855,119,gkspecial242,082802,1,90,本科,81,10
458,四年,工学,243,工学学士,74,24,13442,建筑类,风景园林,854,719,gkspecial243,082803,1,90,本科,106,10
459,四年,工学,1198,工学学士,139,3,4264,建筑类,历史建筑保护工程,0,1001,gkspecial1198,082804T,1,90,本科,29,10
460,4,工学,8409,工学学士,192,2,16,建筑类,人居环境科学与技术,0,1379,gkspecial8409,082805T,1,90,本科,16,10
461,四年,工学,244,工学学士,101,17,8027,安全科学与工程类,安全工程,853,830,gkspecial244,082901,1,91,本科,54,10
462,4,工学,8410,工学学士,205,2,12,安全科学与工程类,应急技术与管理,0,1406,gkspecial8410,082902T,1,91,本科,12,10
463,4,工学,8411,工学学士,211,1,11,安全科学与工程类,职业卫生工程,0,1418,gkspecial8411,082903T,1,91,本科,11,10
464,四年,工学,245,工学学士,21,25,22551,生物工程类,生物工程,852,107,gkspecial245,083001,1,92,本科,84,10
465,四年,工学,1199,工学学士,33,16,21835,生物工程类,生物制药,0,139,gkspecial1199,083002T,1,92,本科,53,10
466,四年,工学,246,工学学士,122,6,5530,公安技术类,刑事科学技术,851,921,gkspecial246,083101K,1,93,本科,27,10
467,四年,工学,247,工学学士,120,8,5721,公安技术类,消防工程,850,913,gkspecial247,083102K,1,93,本科,23,10
468,四年,工学,1200,工学学士,118,6,5796,公安技术类,交通管理工程,0,909,gkspecial1200,083103TK,1,93,本科,20,10
469,四年,工学,1201,工学学士,162,2,2775,公安技术类,安全防范工程,0,1143,gkspecial1201,083104TK,1,93,本科,9,10
470,四年,工学,1202,工学学士,106,3,7215,公安技术类,公安视听技术,0,856,gkspecial1202,083105TK,1,93,本科,17,10
471,四年,工学,1203,工学学士,66,2,20765,公安技术类,抢险救援指挥与技术,0,402,gkspecial1203,083106TK,1,93,本科,10,10
472,四年,工学,1204,工学学士,132,1,4709,公安技术类,火灾勘查,0,964,gkspecial1204,083107TK,1,93,本科,7,10
473,四年,工学,1205,工学学士,40,2,21283,公安技术类,网络安全与执法,0,180,gkspecial1205,083108TK,1,93,本科,25,10
474,四年,工学,1206,工学学士,168,4,2439,公安技术类,核生化消防,0,1184,gkspecial1206,083109TK,1,93,本科,13,10
475,四年,工学,1289,工学学士,178,2,233,公安技术类,海警舰艇指挥与技术,0,1284,gkspecial1289,083110TK,1,93,本科,14,10
476,4,工学,8412,工学学士,212,1,11,公安技术类,数据警务技术,0,1419,gkspecial8412,083111TK,1,93,本科,11,10
477,四年,农学,248,农学学士,2,19,19418,植物生产类,农学,849,671,gkspecial248,090101,1,94,本科,85,11
478,四年,农学,249,农学学士,3,15,15747,植物生产类,园艺,848,701,gkspecial249,090102,1,94,本科,81,11
479,四年,农学,250,农学学士,6,7,7784,植物生产类,植物保护,847,841,gkspecial250,090103,1,94,本科,42,11
480,四年,农学,251,农学学士,15,2,5536,植物生产类,植物科学与技术,846,920,gkspecial251,090104,1,94,本科,21,11
481,四年,农学,252,农学学士,16,4,5003,植物生产类,种子科学与工程,845,951,gkspecial252,090105,1,94,本科,23,11
482,四年,农学,253,农学学士,17,3,4824,植物生产类,设施农业科学与工程,844,958,gkspecial253,090106,1,94,本科,16,11
483,四年,农学,1207,农学学士,10,11,6998,植物生产类,茶学,0,865,gkspecial1207,090107T,1,94,本科,35,11
484,四年,农学,1208,农学学士,12,6,6218,植物生产类,烟草,0,886,gkspecial1208,090108T,1,94,本科,37,11
485,四年,农学,1209,农学学士,7,5,7310,植物生产类,应用生物科学,0,853,gkspecial1209,090109T,1,94,本科,27,11
486,四年,农学,1210,农学学士,20,1,4325,植物生产类,农艺教育,0,996,gkspecial1210,090110T,1,94,本科,12,11
487,四年,农学,1211,农学学士,23,3,3493,植物生产类,园艺教育,0,1064,gkspecial1211,090111T,1,94,本科,17,11
488,四年,农学,254,农学学士,14,4,5548,自然保护与环境生态类,农业资源与环境,843,918,gkspecial254,090201,1,95,本科,28,11
489,四年,农学,255,农学学士,8,11,7161,自然保护与环境生态类,野生动物与自然保护区管理,842,860,gkspecial255,090202,1,95,本科,43,11
490,四年,农学,256,农学学士,11,3,6358,自然保护与环境生态类,水土保持与荒漠化防治,841,880,gkspecial256,090203,1,95,本科,24,11
491,四年,农学,257,农学学士,9,7,7128,动物生产类,动物科学,840,861,gkspecial257,090301,1,96,本科,36,11
492,四年,农学,1212,农学学士,26,2,3022,动物生产类,蚕学,0,1113,gkspecial1212,090302T,1,96,本科,13,11
493,四年,农学,1213,农学学士,27,3,2793,动物生产类,蜂学,0,1141,gkspecial1213,090303T,1,96,本科,12,11
494,4,农学,8413,农学学士,30,3,12,动物生产类,经济动物学,0,1407,gkspecial8413,090304T,1,96,本科,12,11
495,4,农学,8414,农学学士,33,1,9,动物生产类,马业科学,0,1438,gkspecial8414,090305T,1,96,本科,9,11
496,四年,农学,258,农学学士,4,35,13302,动物医学类,动物医学,839,722,gkspecial258,090401,1,97,本科,136,11
497,四年,农学,259,农学学士,18,1,4779,动物医学类,动物药学,838,959,gkspecial259,090402,1,97,本科,15,11
498,四年,农学,1214,农学学士,25,2,3276,动物医学类,动植物检疫,0,1084,gkspecial1214,090403T,1,97,本科,18,11
499,4,农学,8415,农学学士,31,1,11,动物医学类,实验动物学,0,1420,gkspecial8415,090404T,1,97,本科,11,11
500,,农学,8416,农学学士,29,7,18,动物医学类,中兽医学,0,1369,gkspecial8416,090405T,1,97,本科,18,11
501,四年,农学,260,农学学士,13,7,5776,林学类,林学,837,911,gkspecial260,090501,1,98,本科,31,11
502,四年,农学,261,农学学士,5,9,11108,林学类,园林,836,759,gkspecial261,090502,1,98,本科,51,11
503,四年,农学,262,农学学士,1,4,21095,林学类,森林保护,835,228,gkspecial262,090503,1,98,本科,21,11
504,,农学,8417,农学学士,32,2,11,林学类,经济林,0,1421,gkspecial8417,090504T,1,98,本科,11,11
505,四年,农学,263,农学学士,19,5,4544,水产类,水产养殖学,834,982,gkspecial263,090601,1,99,本科,27,11
506,四年,农学,264,农学学士,21,2,4157,水产类,海洋渔业科学与技术,833,1014,gkspecial264,090602,1,99,本科,12,11
507,四年,农学,1215,农学学士,24,1,3280,水产类,水族科学与技术,0,1083,gkspecial1215,090603T,1,99,本科,8,11
508,四年,农学,1255,农学学士,28,2,274,水产类,水生动物医学,0,1281,gkspecial1255,090604TK,1,99,本科,17,11
509,四年,农学,265,农学学士,22,5,3758,草学类,草业科学,832,1045,gkspecial265,090701,1,100,本科,16,11
510,五年,医学,266,医学学士,4,70,63220,基础医学类,基础医学,831,16,gkspecial266,100101K,1,101,本科,330,12
511,四年,医学,1290,医学学士,42,53,2993,基础医学类,生物医学,0,1117,gkspecial1290,100102TK,1,101,本科,189,12
512,四年,医学,1291,医学学士,46,31,1796,基础医学类,生物医学科学,0,1229,gkspecial1291,100103T,1,101,本科,111,12
513,五年,医学,267,医学学士,1,293,231167,临床医学类,临床医学,830,5,gkspecial267,100201K,1,102,本科,1271,12
514,五年,医学,1216,医学学士,7,47,57594,临床医学类,麻醉学,0,23,gkspecial1216,100202TK,1,102,本科,197,12
515,五年,医学,1217,医学学士,3,58,74021,临床医学类,医学影像学,0,14,gkspecial1217,100203TK,1,102,本科,237,12
516,四年,医学,1218,医学学士,10,38,22481,临床医学类,眼视光医学,0,109,gkspecial1218,100204TK,1,102,本科,102,12
517,五年,医学,1219,医学学士,30,31,13636,临床医学类,精神医学,0,717,gkspecial1219,100205TK,1,102,本科,121,12
518,四年,医学,1220,医学学士,34,19,8878,临床医学类,放射医学,0,810,gkspecial1220,100206TK,1,102,本科,59,12
519,五年,医学,1252,医学学士,47,27,1721,临床医学类,儿科学,0,1231,gkspecial1252,100207TK,1,102,本科,87,12
520,五年,医学,268,医学学士,5,140,61554,口腔医学类,口腔医学,829,19,gkspecial268,100301K,1,103,本科,525,12
521,五年,医学,269,医学学士,26,32,20669,公共卫生与预防医学类,预防医学,828,639,gkspecial269,100401K,1,104,本科,117,12
522,四年,医学,270,理学学士,13,22,21828,公共卫生与预防医学类,食品卫生与营养学,827,140,gkspecial270,100402,1,104,本科,66,12
523,四年,医学,1221,医学学士,29,10,14137,公共卫生与预防医学类,妇幼保健医学,0,714,gkspecial1221,100403TK,1,104,本科,37,12
524,四年,医学,1222,医学学士,17,11,21116,公共卫生与预防医学类,卫生监督,0,224,gkspecial1222,100404TK,1,104,本科,35,12
525,四年,医学,1223,理学学士,21,7,21042,公共卫生与预防医学类,全球健康学,0,238,gkspecial1223,100405TK,1,104,本科,27,12
526,五年,医学,271,医学学士,6,97,59156,中医学类,中医学,826,20,gkspecial271,100501K,1,105,本科,377,12
527,五年,医学,272,医学学士,33,11,9991,中医学类,针灸推拿学,825,781,gkspecial272,100502K,1,105,本科,56,12
528,五年,医学,273,医学学士,40,7,3282,中医学类,藏医学,824,1082,gkspecial273,100503K,1,105,本科,24,12
529,五年,医学,274,医学学士,44,4,2699,中医学类,蒙医学,823,1153,gkspecial274,100504K,1,105,本科,19,12
530,五年,医学,275,医学学士,39,1,3378,中医学类,维医学,822,1075,gkspecial275,100505K,1,105,本科,17,12
531,五年,医学,276,医学学士,25,1,20794,中医学类,壮医学,821,361,gkspecial276,100506K,1,105,本科,10,12
532,五年,医学,277,医学学士,24,1,20819,中医学类,哈医学,820,345,gkspecial277,100507K,1,105,本科,13,12
533,四年,医学,1292,医学学士,49,1,223,中医学类,傣医学,0,1285,gkspecial1292,100508TK,1,105,本科,14,12
534,四年,医学,1293,医学学士,48,2,236,中医学类,回医学,0,1283,gkspecial1293,100509TK,1,105,本科,18,12
535,,医学,8418,医学学士,55,5,16,中医学类,中医康复学,0,1380,gkspecial8418,100510TK,1,105,本科,16,12
536,,医学,8419,医学学士,56,6,14,中医学类,中医养生学,0,1392,gkspecial8419,100511TK,1,105,本科,14,12
537,,医学,8420,医学学士,57,5,14,中医学类,中医儿科学,0,1393,gkspecial8420,100512TK,1,105,本科,14,12
538,,医学,8421,医学学士,51,6,20,中医学类,中医骨伤科学,0,1365,gkspecial8421,100513TK,1,105,本科,20,12
539,五年,医学,278,医学学士,9,50,23160,中西医结合类,中西医临床医学,819,84,gkspecial278,100601K,1,106,本科,131,12
540,四年,医学,279,理学学士,8,43,34891,药学类,药学,818,34,gkspecial279,100701,1,107,本科,171,12
541,四年,医学,280,理学学士,35,13,8512,药学类,药物制剂,817,814,gkspecial280,100702,1,107,本科,46,12
542,五年,医学,1224,理学学士,15,22,21493,药学类,临床药学,0,160,gkspecial1224,100703TK,1,107,本科,60,12
543,四年,医学,1225,理学学士,36,7,8065,药学类,药事管理,0,827,gkspecial1225,100704T,1,107,本科,20,12
544,四年,医学,1226,理学学士,20,6,21053,药学类,药物分析,0,235,gkspecial1226,100705T,1,107,本科,22,12
545,四年,医学,1227,理学学士,16,7,21161,药学类,药物化学,0,204,gkspecial1227,100706T,1,107,本科,28,12
546,四年,医学,1228,理学学士,38,6,3933,药学类,海洋药学,0,1034,gkspecial1228,100707T,1,107,本科,18,12
547,,医学,8422,医学学士,53,6,17,药学类,化妆品科学与技术,0,1374,gkspecial8422,100708T,1,107,本科,17,12
548,四年,医学,281,理学学士,28,19,15844,中药学类,中药学,816,699,gkspecial281,100801,1,108,本科,60,12
549,四年,医学,282,理学学士,41,6,3204,中药学类,中药资源与开发,815,1093,gkspecial282,100802,1,108,本科,19,12
550,四年,医学,1229,理学学士,45,3,1866,中药学类,藏药学,0,1224,gkspecial1229,100803T,1,108,本科,10,12
551,四年,医学,1230,理学学士,43,1,2873,中药学类,蒙药学,0,1135,gkspecial1230,100804T,1,108,本科,10,12
552,四年,医学,1231,理学或工学学士,22,5,20981,中药学类,中药制药,0,257,gkspecial1231,100805T,1,108,本科,15,12
553,四年,医学,1232,理学学士,37,4,4651,中药学类,中草药栽培与鉴定,0,970,gkspecial1232,100806T,1,108,本科,11,12
554,五年,医学,283,医学学士,27,59,16621,法医学类,法医学,814,693,gkspecial283,100901K,1,109,本科,234,12
555,四年,医学,284,理学学士,11,27,22132,医学技术类,医学检验技术,813,122,gkspecial284,101001,1,110,本科,77,12
556,四年,医学,285,理学学士,18,10,21093,医学技术类,医学实验技术,812,230,gkspecial285,101002,1,110,本科,30,12
557,四年,医学,286,理学学士,12,13,21844,医学技术类,医学影像技术,811,138,gkspecial286,101003,1,110,本科,53,12
558,四年,医学,287,理学学士,32,10,12112,医学技术类,眼视光学,810,741,gkspecial287,101004,1,110,本科,22,12
559,四年,医学,288,理学学士,31,8,12201,医学技术类,康复治疗学,809,739,gkspecial288,101005,1,110,本科,40,12
560,四年,医学,289,理学学士,14,11,21745,医学技术类,口腔医学技术,808,142,gkspecial289,101006,1,110,本科,42,12
561,四年,医学,290,理学学士,19,5,21079,医学技术类,卫生检验与检疫,807,231,gkspecial290,101007,1,110,本科,22,12
562,四年,医学,1233,理学学士,23,2,20896,医学技术类,听力与言语康复学,0,291,gkspecial1233,101008T,1,110,本科,12,12
563,,医学,8423,医学学士,54,5,17,医学技术类,康复物理治疗,0,1375,gkspecial8423,101009T,1,110,本科,17,12
564,,医学,8424,医学学士,58,6,14,医学技术类,康复作业治疗,0,1394,gkspecial8424,101010T,1,110,本科,14,12
565,,医学,8425,医学学士,52,8,18,医学技术类,智能医学工程,0,1370,gkspecial8425,101011T,1,110,本科,18,12
566,四年,医学,291,理学学士,2,57,120909,护理学类,护理学,806,9,gkspecial291,101101,1,111,本科,242,12
567,,医学,8426,医学学士,50,8,22,护理学类,助产学,0,1363,gkspecial8426,101102T,1,111,本科,22,12
568,四年,管理学,292,管理学学士,14,38,22659,管理科学与工程类,管理科学,805,105,gkspecial292,120101,1,112,本科,141,13
569,四年,管理学,293,管理学学士,10,35,23675,管理科学与工程类,信息管理与信息系统,804,73,gkspecial293,120102,1,112,本科,160,13
570,四年,管理学,294,管理学学士,4,32,26864,管理科学与工程类,工程管理,803,46,gkspecial294,120103,1,112,本科,124,13
571,四年,管理学,295,管理学学士,18,6,21440,管理科学与工程类,房地产开发与管理,802,164,gkspecial295,120104,1,112,本科,34,13
572,四年,管理学,296,管理学学士,3,26,41861,管理科学与工程类,工程造价,801,27,gkspecial296,120105,1,112,本科,112,13
573,四年,管理学,1234,管理学学士,19,8,21270,管理科学与工程类,保密管理,0,181,gkspecial1234,120106TK,1,112,本科,38,13
574,4,管理学,8427,管理学学士,49,6,19,管理科学与工程类,邮政管理,0,1367,gkspecial8427,120107T,1,112,本科,19,13
575,,管理学,8428,管理学学士,48,27,56,管理科学与工程类,大数据管理与应用,0,1323,gkspecial8428,120108T,1,112,本科,56,13
576,4,管理学,8429,管理学学士,50,6,17,管理科学与工程类,工程审计,0,1376,gkspecial8429,120109T,1,112,本科,17,13
577,4,管理学,8430,管理学学士,51,6,16,管理科学与工程类,计算金融,0,1381,gkspecial8430,120110T,1,112,本科,16,13
578,四年,管理学,297,管理学学士,1,103,80857,工商管理类,工商管理,800,13,gkspecial297,120201K,1,113,本科,454,13
579,四年,管理学,298,管理学学士,2,46,59030,工商管理类,市场营销,799,21,gkspecial298,120202,1,113,本科,199,13
580,四年,管理学,299,管理学学士,6,55,26399,工商管理类,会计学,798,51,gkspecial299,120203K,1,113,本科,260,13
581,四年,管理学,300,管理学学士,9,32,23832,工商管理类,财务管理,797,70,gkspecial300,120204,1,113,本科,151,13
582,四年,管理学,301,管理学学士,28,21,13459,工商管理类,国际商务,796,718,gkspecial301,120205,1,113,本科,76,13
583,四年,管理学,302,管理学学士,7,80,25351,工商管理类,人力资源管理,795,56,gkspecial302,120206,1,113,本科,287,13
584,四年,管理学,303,管理学学士,5,16,26433,工商管理类,审计学,794,50,gkspecial303,120207,1,113,本科,76,13
585,四年,管理学,304,管理学学士,37,9,7111,工商管理类,资产评估,793,862,gkspecial304,120208,1,113,本科,39,13
586,四年,管理学,305,管理学学士,39,9,5909,工商管理类,物业管理,792,902,gkspecial305,120209,1,113,本科,41,13
587,四年,管理学,306,管理学学士,15,33,22249,工商管理类,文化产业管理,791,117,gkspecial306,120210,1,113,本科,126,13
588,四年,管理学,1235,管理学学士,45,2,3558,工商管理类,劳动关系,0,1059,gkspecial1235,120211T,1,113,本科,15,13
589,四年,管理学,1236,管理学学士,22,2,21153,工商管理类,体育经济与管理,0,210,gkspecial1236,120212T,1,113,本科,24,13
590,四年,管理学,1237,管理学学士,40,3,5876,工商管理类,财务会计教育,0,903,gkspecial1237,120213T,1,113,本科,20,13
591,四年,管理学,1238,管理学学士,44,7,3754,工商管理类,市场营销教育,0,1046,gkspecial1238,120214T,1,113,本科,29,13
592,4,管理学,8431,管理学学士,54,1,9,工商管理类,零售业管理,0,1439,gkspecial8431,120215T,1,113,本科,9,13
593,四年,管理学,307,管理学学士,42,7,4561,农业经济管理类,农林经济管理,790,979,gkspecial307,120301,1,114,本科,18,13
594,四年,管理学,308,管理学学士,43,5,4268,农业经济管理类,农村区域发展,789,1000,gkspecial308,120302,1,114,本科,16,13
595,四年,管理学,309,管理学学士,17,15,21958,公共管理类,公共事业管理,788,130,gkspecial309,120401,1,115,本科,66,13
596,四年,管理学,310,管理学学士,13,41,22944,公共管理类,行政管理,787,94,gkspecial310,120402,1,115,本科,126,13
597,四年,管理学,311,管理学学士,29,7,12791,公共管理类,劳动与社会保障,786,731,gkspecial311,120403,1,115,本科,21,13
598,四年,管理学,312,管理学学士,38,5,6006,公共管理类,土地资源管理,785,895,gkspecial312,120404,1,115,本科,28,13
599,四年,管理学,313,管理学学士,36,9,8100,公共管理类,城市管理,784,826,gkspecial313,120405,1,115,本科,33,13
600,四年,管理学,1239,管理学学士,21,6,21220,公共管理类,海关管理,0,194,gkspecial1239,120406TK,1,115,本科,26,13
601,四年,管理学,1240,管理学学士,23,6,21122,公共管理类,交通管理,0,223,gkspecial1240,120407T,1,115,本科,24,13
602,四年,管理学,1241,管理学学士,46,3,3252,公共管理类,海事管理,0,1088,gkspecial1241,120408T,1,115,本科,12,13
603,四年,管理学,1242,管理学学士,33,16,11240,公共管理类,公共关系学,0,756,gkspecial1242,120409T,1,115,本科,39,13
