,limit_year,level2_name,special_id,degree,rank_type,view_week,view_total,level3_name,name,rank,rankall,id,spcode,level1,level3,level1_name,view_month,level2
0,四年,哲学,1,哲学学士,1,27,64334,哲学类,哲学,1096,15,gkspecial1,010101,1,34,本科,2499,3
1,四年,哲学,2,哲学学士,2,6,26075,哲学类,逻辑学,1095,53,gkspecial2,010102,1,34,本科,493,3
2,四年,哲学,3,哲学学士,4,6,16098,哲学类,宗教学,1094,697,gkspecial3,010103K,1,34,本科,403,3
3,四年,哲学,1098,哲学学士,3,50,19341,哲学类,伦理学,0,673,gkspecial1098,010104T,1,34,本科,195,3
4,四年,经济学,4,经济学学士,8,17,23382,经济学类,经济学,1093,76,gkspecial4,020101,1,35,本科,1567,4
5,四年,经济学,5,经济学学士,15,3,7673,经济学类,经济统计学,1092,843,gkspecial5,020102,1,35,本科,413,4
6,四年,经济学,1099,经济学学士,6,35,24940,经济学类,国民经济管理,0,64,gkspecial1099,020103T,1,35,本科,181,4
7,四年,经济学,1100,经济学学士,2,138,100007,经济学类,资源与环境经济学,0,11,gkspecial1100,020104T,1,35,本科,3380,4
8,四年,经济学,1101,经济学学士,1,167,408928,经济学类,商务经济学,0,2,gkspecial1101,020105T,1,35,本科,660,4
9,四年,经济学,1102,经济学学士,9,27,23219,经济学类,能源经济,0,82,gkspecial1102,020106T,1,35,本科,134,4
10,四年,经济学,8318,经济学学士,23,18,54,经济学类,劳动经济学,0,1325,gkspecial8318,020107T,1,35,本科,54,4
11,四年,经济学,8319,经济学学士,21,22,69,经济学类,经济工程,0,1320,gkspecial8319,020108T,1,35,本科,69,4
12,四年,经济学,8320,经济学学士,20,30,73,经济学类,数字经济,0,1319,gkspecial8320,020109T,1,35,本科,73,4
13,四年,经济学,6,经济学学士,3,8,62116,财政学类,财政学,1091,18,gkspecial6,020201K,1,36,本科,570,4
14,四年,经济学,7,经济学学士,16,3,5844,财政学类,税收学,1090,907,gkspecial7,020202,1,36,本科,291,4
15,四年,经济学,8,经济学学士,12,22,17860,金融学类,金融学,1089,680,gkspecial8,020301K,1,37,本科,1292,4
16,四年,经济学,9,经济学学士,4,10,52097,金融学类,金融工程,1088,25,gkspecial9,020302,1,37,本科,479,4
17,四年,经济学,10,经济学学士,18,28,4458,金融学类,保险学,1087,988,gkspecial10,020303,1,37,本科,141,4
18,四年,经济学,11,经济学学士,10,43,22670,金融学类,投资学,1086,104,gkspecial11,020304,1,37,本科,212,4
19,四年,经济学,1103,经济学学士,7,58,24324,金融学类,金融数学,0,67,gkspecial1103,020305T,1,37,本科,210,4
20,四年,经济学,1104,经济学学士,13,20,17617,金融学类,信用管理,0,681,gkspecial1104,020306T,1,37,本科,95,4
21,四年,经济学,1105,经济学学士,5,42,25151,金融学类,经济与金融,0,60,gkspecial1105,020307T,1,37,本科,190,4
22,四年,经济学,1263,经济学学士,17,43,5427,金融学类,精算学,0,928,gkspecial1263,020308T,1,37,本科,212,4
23,四年,经济学,8321,经济学学士,19,39,91,金融学类,互联网金融,0,1316,gkspecial8321,020309T,1,37,本科,91,4
24,四年,经济学,8322,经济学学士,22,22,55,金融学类,金融科技,0,1324,gkspecial8322,020310T,1,37,本科,55,4
25,四年,经济学,12,经济学学士,14,68,9114,经济与贸易类,国际经济与贸易,1085,797,gkspecial12,020401,1,38,本科,359,4
26,四年,经济学,13,经济学学士,11,20,20810,经济与贸易类,贸易经济,1084,349,gkspecial13,020402,1,38,本科,118,4
27,四年,法学,14,法学学士,6,273,19839,法学类,法学,1083,669,gkspecial14,030101K,1,39,本科,1286,5
28,四年,法学,1106,法学学士,9,38,12069,法学类,知识产权,0,743,gkspecial1106,030102T,1,39,本科,168,5
29,四年,法学,1107,法学学士,14,36,10115,法学类,监狱学,0,779,gkspecial1107,030103T,1,39,本科,184,5
30,四年,法学,8323,法学学士,34,17,41,法学类,信用风险管理与法律防控,0,1329,gkspecial8323,030104T,1,39,本科,41,5
31,四年,法学,8324,法学学士,35,15,38,法学类,国际经贸规则,0,1332,gkspecial8324,030105T,1,39,本科,38,5
32,四年,法学,8325,法学学士,33,45,93,法学类,司法警察学,0,1315,gkspecial8325,030106TK,1,39,本科,93,5
33,四年,法学,8326,法学学士,37,13,32,法学类,社区矫正,0,1343,gkspecial8326,030107TK,1,39,本科,32,5
34,四年,法学,15,法学学士,24,32,4643,政治学类,政治学与行政学,1082,971,gkspecial15,030201,1,40,本科,161,5
35,四年,法学,16,法学学士,13,26,10128,政治学类,国际政治,1081,778,gkspecial16,030202,1,40,本科,152,5
36,四年,法学,17,法学学士,16,37,8938,政治学类,外交学,1080,806,gkspecial17,030203,1,40,本科,185,5
37,四年,法学,1108,法学学士,20,23,6082,政治学类,国际事务与国际关系,0,893,gkspecial1108,030204T,1,40,本科,102,5
38,四年,法学,1109,法学学士,1,32,22294,政治学类,政治学、经济学与哲学,0,116,gkspecial1109,030205T,1,40,本科,117,5
39,四年,法学,8327,法学学士,38,6,30,政治学类,国际组织与全球治理,0,1347,gkspecial8327,030206TK,1,40,本科,30,5
40,四年,法学,18,法学学士,7,50,16468,社会学类,社会学,1079,694,gkspecial18,030301,1,41,本科,225,5
41,四年,法学,19,法学学士,25,25,4214,社会学类,社会工作,1078,1008,gkspecial19,030302,1,41,本科,125,5
42,四年,法学,1110,法学学士,21,18,5558,社会学类,人类学,0,917,gkspecial1110,030303T,1,41,本科,67,5
43,四年,法学,1111,法学学士,8,31,14083,社会学类,女性学,0,715,gkspecial1111,030304T,1,41,本科,120,5
44,四年,法学,1112,法学学士,17,11,7858,社会学类,家政学,0,836,gkspecial1112,030305T,1,41,本科,35,5
45,二年,法学,20,法学学士,12,22,10443,民族学类,民族学,1077,772,gkspecial20,030401,1,42,本科,63,5
46,四年,法学,21,法学学士,31,12,2884,马克思主义理论类,科学社会主义,1076,1129,gkspecial21,030501,1,43,本科,52,5
47,四年,法学,22,法学学士,30,12,2915,马克思主义理论类,中国共产党历史,1075,1126,gkspecial22,030502,1,43,本科,56,5
48,四年,法学,23,法学学士,26,19,4198,马克思主义理论类,思想政治教育,1074,1009,gkspecial23,030503,1,43,本科,92,5
49,四年,法学,8328,法学学士,36,10,33,马克思主义理论类,马克思主义理论,0,1337,gkspecial8328,030504T,1,43,本科,33,5
50,四年,法学,24,法学学士,19,9,6281,公安学类,治安学,1073,883,gkspecial24,030601K,1,44,本科,104,5
51,四年,法学,25,法学学士,5,35,20467,公安学类,侦查学,1072,666,gkspecial25,030602K,1,44,本科,203,5
52,四年,法学,26,法学学士,28,2,3536,公安学类,边防管理,1071,1061,gkspecial26,030603K,1,44,本科,44,5
53,四年,法学,1113,法学学士,18,6,7177,公安学类,禁毒学,0,858,gkspecial1113,030604TK,1,44,本科,34,5
54,四年,法学,1114,法学学士,23,7,4678,公安学类,警犬技术,0,969,gkspecial1114,030605TK,1,44,本科,50,5
55,四年,法学,1115,法学学士,27,9,4191,公安学类,经济犯罪侦查,0,1010,gkspecial1115,030606TK,1,44,本科,40,5
56,四年,法学,1116,法学学士,32,3,2670,公安学类,边防指挥,0,1157,gkspecial1116,030607TK,1,44,本科,18,5
57,四年,法学,1117,法学学士,29,11,3480,公安学类,消防指挥,0,1065,gkspecial1117,030608TK,1,44,本科,29,5
58,四年,法学,1118,法学学士,15,10,9470,公安学类,警卫学,0,791,gkspecial1118,030609TK,1,44,本科,33,5
59,四年,法学,1119,法学学士,22,11,5306,公安学类,公安情报学,0,934,gkspecial1119,030610TK,1,44,本科,53,5
60,四年,法学,1120,法学学士,10,38,10844,公安学类,犯罪学,0,764,gkspecial1120,030611TK,1,44,本科,141,5
61,四年,法学,1121,法学学士,11,7,10531,公安学类,公安管理学,0,768,gkspecial1121,030612TK,1,44,本科,41,5
62,四年,法学,1122,法学学士,3,6,21148,公安学类,涉外警务,0,215,gkspecial1122,030613TK,1,44,本科,27,5
63,四年,法学,1123,法学学士,4,8,21049,公安学类,国内安全保卫,0,237,gkspecial1123,030614TK,1,44,本科,22,5
64,四年,法学,1124,法学学士,2,7,21257,公安学类,警务指挥与战术,0,183,gkspecial1124,030615TK,1,44,本科,34,5
65,四年,法学,8329,法学学士,39,9,27,公安学类,技术侦查学,0,1353,gkspecial8329,030616TK,1,44,本科,27,5
66,四年,法学,8330,法学学士,43,3,11,公安学类,海警执法,0,1409,gkspecial8330,030617TK,1,44,本科,11,5
67,四年,法学,8331,法学学士,40,3,26,公安学类,公安政治工作,0,1356,gkspecial8331,030618TK,1,44,本科,26,5
68,四年,法学,8332,法学学士,42,3,14,公安学类,移民管理,0,1389,gkspecial8332,030619TK,1,44,本科,14,5
69,四年,法学,8333,法学学士,41,5,26,公安学类,出入境管理,0,1357,gkspecial8333,030620TK,1,44,本科,26,5
70,四年,教育学,27,教育学学士,11,155,13186,教育学类,教育学,1070,725,gkspecial27,040101,1,45,本科,669,6
71,四年,教育学,28,教育学学士,13,26,8481,教育学类,科学教育,1069,815,gkspecial28,040102,1,45,本科,129,6
72,四年,教育学,29,教育学学士,9,36,17355,教育学类,人文教育,1068,686,gkspecial29,040103,1,45,本科,174,6
73,四年,教育学,30,教育学学士,15,26,4254,教育学类,教育技术学,1067,1003,gkspecial30,040104,1,45,本科,116,6
74,四年,教育学,31,教育学学士,12,24,11892,教育学类,艺术教育,1066,746,gkspecial31,040105,1,45,本科,110,6
75,四年,教育学,32,教育学学士,2,53,26302,教育学类,学前教育,1065,52,gkspecial32,040106,1,45,本科,282,6
76,四年,教育学,33,教育学学士,1,79,30753,教育学类,小学教育,1064,38,gkspecial33,040107,1,45,本科,340,6
77,四年,教育学,34,教育学学士,3,18,22769,教育学类,特殊教育,1063,100,gkspecial34,040108,1,45,本科,107,6
78,四年,教育学,1125,教育学学士,10,15,15470,教育学类,华文教育,0,703,gkspecial1125,040109T,1,45,本科,69,6
79,四年,教育学,1264,教育学学士,17,8,822,教育学类,教育康复学,0,1265,gkspecial1264,040110TK,1,45,本科,45,6
80,四年,教育学,8334,教育学学士,19,9,34,教育学类,卫生教育,0,1335,gkspecial8334,040111T,1,45,本科,34,6
81,四年,教育学,8335,教育学学士,20,7,27,教育学类,认知科学与技术,0,1354,gkspecial8335,040112T,1,45,本科,27,6
82,四年,教育学,35,教育学学士,8,28,20197,体育学类,体育教育,1062,667,gkspecial35,040201,1,46,本科,115,6
83,四年,教育学,36,教育学学士,14,9,6900,体育学类,运动训练,1061,867,gkspecial36,040202K,1,46,本科,43,6
84,四年,教育学,37,教育学学士,4,9,21992,体育学类,社会体育指导与管理,1060,128,gkspecial37,040203,1,46,本科,36,6
85,四年,教育学,38,教育学学士,6,4,21489,体育学类,武术与民族传统体育,1059,161,gkspecial38,040204K,1,46,本科,25,6
86,四年,教育学,39,教育学学士,16,6,3113,体育学类,运动人体科学,1058,1104,gkspecial39,040205,1,46,本科,26,6
87,四年,教育学,1126,教育学学士,5,8,21590,体育学类,运动康复,0,152,gkspecial1126,040206T,1,46,本科,50,6
88,四年,教育学,1127,教育学学士,7,8,21340,体育学类,休闲体育,0,174,gkspecial1127,040207T,1,46,本科,32,6
89,四年,教育学,8336,教育学学士,23,5,17,体育学类,体能训练,0,1371,gkspecial8336,040208T,1,46,本科,17,6
90,四年,教育学,8337,教育学学士,22,5,22,体育学类,冰雪运动,0,1362,gkspecial8337,040209T,1,46,本科,22,6
91,四年,教育学,8338,教育学学士,18,16,45,体育学类,电子竞技运动与管理,0,1327,gkspecial8338,040210TK,1,46,本科,45,6
92,四年,教育学,8339,教育学学士,21,3,23,体育学类,智能体育工程,0,1361,gkspecial8339,040211TK,1,46,本科,23,6
93,四年,教育学,8340,教育学学士,24,2,15,体育学类,体育旅游,0,1382,gkspecial8340,040212TK,1,46,本科,15,6
94,四年,文学,40,文学学士,3,117,29895,中国语言文学类,汉语言文学,1057,40,gkspecial40,050101,1,47,本科,485,7
95,四年,文学,41,文学学士,12,25,23066,中国语言文学类,汉语言,1056,87,gkspecial41,050102,1,47,本科,126,7
96,四年,文学,42,文学学士,9,31,23314,中国语言文学类,汉语国际教育,1055,79,gkspecial42,050103,1,47,本科,136,7
97,四年,文学,43,文学学士,44,6,3957,中国语言文学类,中国少数民族语言文学,1054,1032,gkspecial43,050104,1,47,本科,40,7
98,四年,文学,44,文学学士,17,11,22027,中国语言文学类,古典文献学,1053,126,gkspecial44,050105,1,47,本科,67,7
99,四年,文学,1128,文学学士,33,15,15405,中国语言文学类,应用语言学,0,704,gkspecial1128,050106T,1,47,本科,79,7
100,四年,文学,1129,文学学士,15,32,22407,中国语言文学类,秘书学,0,111,gkspecial1129,050107T,1,47,本科,104,7
101,四年,文学,8341,文学学士,92,15,32,中国语言文学类,中国语言与文化,0,1344,gkspecial8341,050108T,1,47,本科,32,7
102,四年,文学,8342,文学学士,93,10,29,中国语言文学类,手语翻译,0,1349,gkspecial8342,050109T,1,47,本科,29,7
103,四年,文学,8343,文学学士,94,12,27,中国语言文学类,桑戈语,0,1355,gkspecial8343,050200T,1,47,本科,27,7
104,四年,文学,45,文学学士,2,130,31553,外国语言文学类,英语,1052,37,gkspecial45,050201,1,48,本科,572,7
105,四年,文学,46,文学学士,14,10,22499,外国语言文学类,俄语,1051,108,gkspecial46,050202,1,48,本科,64,7
106,四年,文学,47,文学学士,36,13,10461,外国语言文学类,德语,1050,770,gkspecial47,050203,1,48,本科,83,7
107,四年,文学,48,文学学士,8,32,23351,外国语言文学类,法语,1049,77,gkspecial48,050204,1,48,本科,135,7
108,四年,文学,49,文学学士,35,16,10575,外国语言文学类,西班牙语,1048,765,gkspecial49,050205,1,48,本科,98,7
109,四年,文学,50,文学学士,39,8,5676,外国语言文学类,阿拉伯语,1047,916,gkspecial50,050206,1,48,本科,30,7
110,四年,文学,51,文学学士,4,70,25328,外国语言文学类,日语,1046,57,gkspecial51,050207,1,48,本科,264,7
111,四年,文学,52,文学学士,45,5,3715,外国语言文学类,波斯语,1045,1049,gkspecial52,050208,1,48,本科,18,7
112,四年,文学,53,文学学士,40,15,5374,外国语言文学类,朝鲜语,1044,932,gkspecial53,050209,1,48,本科,66,7
113,四年,文学,54,文学学士,76,4,1413,外国语言文学类,菲律宾语,1043,1254,gkspecial54,050210,1,48,本科,16,7
114,四年,文学,55,文学学士,41,5,5026,外国语言文学类,梵语巴利语,1042,949,gkspecial55,050211,1,48,本科,22,7
115,四年,文学,56,文学学士,73,2,1517,外国语言文学类,印度尼西亚语,1041,1248,gkspecial56,050212,1,48,本科,14,7
116,四年,文学,57,文学学士,71,2,1569,外国语言文学类,印地语,1040,1245,gkspecial57,050213,1,48,本科,14,7
117,四年,文学,58,文学学士,72,2,1536,外国语言文学类,柬埔寨语,1039,1246,gkspecial58,050214,1,48,本科,13,7
118,四年,文学,59,文学学士,68,3,1706,外国语言文学类,老挝语,1038,1234,gkspecial59,050215,1,48,本科,14,7
119,四年,文学,60,文学学士,62,3,2060,外国语言文学类,缅甸语,1037,1212,gkspecial60,050216,1,48,本科,18,7
120,四年,文学,61,文学学士,74,2,1514,外国语言文学类,马来语,1036,1249,gkspecial61,050217,1,48,本科,16,7
121,四年,文学,62,文学学士,69,3,1624,外国语言文学类,蒙古语,1035,1242,gkspecial62,050218,1,48,本科,12,7
122,四年,文学,63,文学学士,19,6,21304,外国语言文学类,僧伽罗语,1034,176,gkspecial63,050219,1,48,本科,21,7
123,四年,文学,64,文学学士,61,5,2317,外国语言文学类,泰语,1033,1197,gkspecial64,050220,1,48,本科,33,7
124,四年,文学,65,文学学士,75,3,1440,外国语言文学类,乌尔都语,1032,1253,gkspecial65,050221,1,48,本科,15,7
125,四年,文学,66,文学学士,20,2,21297,外国语言文学类,希伯来语,1031,177,gkspecial66,050222,1,48,本科,21,7
126,四年,文学,67,文学学士,65,3,1887,外国语言文学类,越南语,1030,1221,gkspecial67,050223,1,48,本科,17,7
127,四年,文学,68,文学学士,48,2,3062,外国语言文学类,豪萨语,1029,1106,gkspecial68,050224,1,48,本科,17,7
128,四年,文学,69,文学学士,70,2,1612,外国语言文学类,斯瓦希里语,1028,1243,gkspecial69,050225,1,48,本科,13,7
129,四年,文学,70,文学学士,60,3,2378,外国语言文学类,阿尔巴尼亚语,1027,1190,gkspecial70,050226,1,48,本科,15,7
130,四年,文学,71,文学学士,63,2,2031,外国语言文学类,保加利亚语,1026,1214,gkspecial71,050227,1,48,本科,10,7
131,四年,文学,72,文学学士,56,2,2654,外国语言文学类,波兰语,1025,1161,gkspecial72,050228,1,48,本科,13,7
132,四年,文学,73,文学学士,57,2,2495,外国语言文学类,捷克语,1024,1179,gkspecial73,050229,1,48,本科,14,7
133,四年,文学,74,文学学士,27,1,21150,外国语言文学类,斯洛伐克语,1023,213,gkspecial74,050230,1,48,本科,10,7
134,四年,文学,75,文学学士,67,1,1809,外国语言文学类,罗马尼亚语,1022,1228,gkspecial75,050231,1,48,本科,10,7
135,四年,文学,76,文学学士,50,5,2809,外国语言文学类,葡萄牙语,1021,1139,gkspecial76,050232,1,48,本科,22,7
136,四年,文学,77,文学学士,42,1,4269,外国语言文学类,瑞典语,1020,999,gkspecial77,050233,1,48,本科,13,7
137,四年,文学,78,文学学士,66,4,1884,外国语言文学类,塞尔维亚语,1019,1222,gkspecial78,050234,1,48,本科,23,7
138,四年,文学,79,文学学士,53,1,2714,外国语言文学类,土耳其语,1018,1150,gkspecial79,050235,1,48,本科,9,7
139,四年,文学,80,文学学士,22,1,21185,外国语言文学类,希腊语,1017,200,gkspecial80,050236,1,48,本科,14,7
140,四年,文学,81,文学学士,59,2,2390,外国语言文学类,匈牙利语,1016,1188,gkspecial81,050237,1,48,本科,12,7
141,四年,文学,82,文学学士,55,3,2692,外国语言文学类,意大利语,1015,1154,gkspecial82,050238,1,48,本科,29,7
142,四年,文学,83,文学学士,51,1,2772,外国语言文学类,泰米尔语,1014,1144,gkspecial83,050239,1,48,本科,9,7
143,四年,文学,84,文学学士,37,1,7818,外国语言文学类,普什图语,1013,838,gkspecial84,050240,1,48,本科,9,7
144,四年,文学,85,文学学士,1,15,35592,外国语言文学类,世界语,1012,32,gkspecial85,050241,1,48,本科,68,7
145,四年,文学,86,文学学士,47,1,3312,外国语言文学类,孟加拉语,1011,1078,gkspecial86,050242,1,48,本科,8,7
146,四年,文学,87,文学学士,52,1,2734,外国语言文学类,尼泊尔语,1010,1148,gkspecial87,050243,1,48,本科,12,7
147,四年,文学,88,文学学士,64,1,1969,外国语言文学类,克罗地亚语,1009,1218,gkspecial88,050244,1,48,本科,12,7
148,四年,文学,89,文学学士,54,1,2700,外国语言文学类,荷兰语,1008,1152,gkspecial89,050245,1,48,本科,18,7
149,四年,文学,90,文学学士,46,2,3507,外国语言文学类,芬兰语,1007,1063,gkspecial90,050246,1,48,本科,16,7
150,四年,文学,91,文学学士,58,1,2417,外国语言文学类,乌克兰语,1006,1187,gkspecial91,050247,1,48,本科,13,7
151,四年,文学,92,文学学士,43,3,4138,外国语言文学类,挪威语,1005,1018,gkspecial92,050248,1,48,本科,15,7
152,四年,文学,93,文学学士,49,2,2875,外国语言文学类,丹麦语,1004,1134,gkspecial93,050249,1,48,本科,11,7
153,四年,文学,94,文学学士,38,3,6568,外国语言文学类,冰岛语,1003,873,gkspecial94,050250,1,48,本科,16,7
154,四年,文学,95,文学学士,29,2,21144,外国语言文学类,爱尔兰语,1002,216,gkspecial95,050251,1,48,本科,12,7
155,四年,文学,96,文学学士,31,1,21137,外国语言文学类,拉脱维亚语,1001,219,gkspecial96,050252,1,48,本科,10,7
156,四年,文学,97,文学学士,24,1,21153,外国语言文学类,立陶宛语,1000,208,gkspecial97,050253,1,48,本科,12,7
157,四年,文学,98,文学学士,25,2,21153,外国语言文学类,斯洛文尼亚语,999,209,gkspecial98,050254,1,48,本科,12,7
158,四年,文学,99,文学学士,32,1,21137,外国语言文学类,爱沙尼亚语,998,220,gkspecial99,050255,1,48,本科,9,7
159,四年,文学,100,文学学士,26,4,21151,外国语言文学类,马耳他语,997,211,gkspecial100,050256,1,48,本科,12,7
160,四年,文学,101,文学学士,28,1,21150,外国语言文学类,哈萨克语,996,214,gkspecial101,050257,1,48,本科,11,7
161,四年,文学,102,文学学士,30,1,21140,外国语言文学类,乌兹别克语,995,218,gkspecial102,050258,1,48,本科,10,7
162,四年,文学,103,文学学士,23,2,21178,外国语言文学类,祖鲁语,994,201,gkspecial103,050259,1,48,本科,14,7
163,四年,文学,104,文学学士,21,1,21208,外国语言文学类,拉丁语,993,196,gkspecial104,050260,1,48,本科,15,7
164,四年,文学,105,文学学士,7,14,23388,外国语言文学类,翻译,992,75,gkspecial105,050261,1,48,本科,69,7
165,四年,文学,106,文学学士,10,12,23266,外国语言文学类,商务英语,991,81,gkspecial106,050262,1,48,本科,89,7
166,四年,文学,1265,文学学士,77,1,177,外国语言文学类,阿姆哈拉语,0,1292,gkspecial1265,050263T,1,48,本科,11,7
167,四年,文学,1266,文学学士,83,1,137,外国语言文学类,吉尔吉斯语,0,1303,gkspecial1266,050264T,1,48,本科,7,7
168,四年,文学,1267,文学学士,85,1,127,外国语言文学类,索马里语,0,1308,gkspecial1267,050265T,1,48,本科,7,7
169,四年,文学,1268,文学学士,84,1,136,外国语言文学类,土库曼语,0,1305,gkspecial1268,050266T,1,48,本科,8,7
170,四年,文学,1269,文学学士,86,1,126,外国语言文学类,加泰罗尼亚语,0,1309,gkspecial1269,050267T,1,48,本科,10,7
171,四年,文学,1270,文学学士,88,1,121,外国语言文学类,约鲁巴语,0,1311,gkspecial1270,050268T,1,48,本科,7,7
172,四年,文学,1271,文学学士,82,1,138,外国语言文学类,亚美尼亚语,0,1302,gkspecial1271,050269T,1,48,本科,9,7
173,四年,文学,1272,文学学士,89,2,121,外国语言文学类,马达加斯加语,0,1312,gkspecial1272,050270T,1,48,本科,8,7
174,四年,文学,1273,文学学士,87,1,126,外国语言文学类,格鲁吉亚语,0,1310,gkspecial1273,050271T,1,48,本科,7,7
175,四年,文学,1274,文学学士,81,1,141,外国语言文学类,阿塞拜疆语,0,1301,gkspecial1274,050272T,1,48,本科,9,7
176,四年,文学,1275,文学学士,80,1,143,外国语言文学类,阿非利卡语,0,1300,gkspecial1275,050273T,1,48,本科,7,7
177,四年,文学,1276,文学学士,79,1,157,外国语言文学类,马其顿语,0,1295,gkspecial1276,050274T,1,48,本科,7,7
178,四年,文学,1277,文学学士,78,3,161,外国语言文学类,塔吉克语,0,1294,gkspecial1277,050275T,1,48,本科,8,7
179,四年,文学,8344,文学学士,95,6,20,外国语言文学类,语言学,0,1364,gkspecial8344,0502100T,1,48,本科,20,7
180,四年,文学,8345,文学学士,101,2,10,外国语言文学类,塔玛齐格特语,0,1424,gkspecial8345,0502101T,1,48,本科,10,7
181,四年,文学,8346,文学学士,97,2,13,外国语言文学类,爪哇语,0,1395,gkspecial8346,0502102T,1,48,本科,13,7
182,四年,文学,8347,文学学士,96,2,14,外国语言文学类,旁遮普语,0,1390,gkspecial8347,0502103T,1,48,本科,14,7
183,四年,文学,8348,文学学士,107,1,9,外国语言文学类,茨瓦纳语,0,1432,gkspecial8348,050276T,1,48,本科,9,7
184,四年,文学,8349,文学学士,108,3,9,外国语言文学类,恩德贝莱语,0,1433,gkspecial8349,050277T,1,48,本科,9,7
185,四年,文学,8350,文学学士,98,2,11,外国语言文学类,科摩罗语,0,1410,gkspecial8350,050278T,1,48,本科,11,7
186,四年,文学,8351,文学学士,99,3,11,外国语言文学类,克里奥尔语,0,1411,gkspecial8351,050279T,1,48,本科,11,7
187,四年,文学,8352,文学学士,113,1,8,外国语言文学类,绍纳语,0,1441,gkspecial8352,050280T,1,48,本科,8,7
188,四年,文学,8353,文学学士,102,3,10,外国语言文学类,提格雷尼亚语,0,1425,gkspecial8353,050281T,1,48,本科,10,7
189,四年,文学,8354,文学学士,121,1,7,外国语言文学类,白俄罗斯语,0,1449,gkspecial8354,050282T,1,48,本科,7,7
190,四年,文学,8355,文学学士,122,1,7,外国语言文学类,毛利语,0,1450,gkspecial8355,050283T,1,48,本科,7,7
191,四年,文学,8356,文学学士,114,1,8,外国语言文学类,汤加语,0,1442,gkspecial8356,050284T,1,48,本科,8,7
192,四年,文学,8357,文学学士,109,2,9,外国语言文学类,萨摩亚语,0,1434,gkspecial8357,050285T,1,48,本科,9,7
193,四年,文学,8358,文学学士,110,2,9,外国语言文学类,库尔德语,0,1435,gkspecial8358,050286T,1,48,本科,9,7
194,四年,文学,8359,文学学士,115,1,8,外国语言文学类,比斯拉马语,0,1443,gkspecial8359,050287T,1,48,本科,8,7
195,四年,文学,8360,文学学士,103,1,10,外国语言文学类,达里语,0,1426,gkspecial8360,050288T,1,48,本科,10,7
196,四年,文学,8361,文学学士,116,1,8,外国语言文学类,德顿语,0,1444,gkspecial8361,050289T,1,48,本科,8,7
197,四年,文学,8362,文学学士,104,3,10,外国语言文学类,迪维希语,0,1427,gkspecial8362,050290T,1,48,本科,10,7
198,四年,文学,8363,文学学士,117,1,8,外国语言文学类,斐济语,0,1445,gkspecial8363,050291T,1,48,本科,8,7
199,四年,文学,8364,文学学士,105,3,10,外国语言文学类,库克群岛毛利语,0,1428,gkspecial8364,050292T,1,48,本科,10,7
200,四年,文学,8365,文学学士,118,1,8,外国语言文学类,隆迪语,0,1446,gkspecial8365,050293T,1,48,本科,8,7
201,四年,文学,8366,文学学士,119,1,8,外国语言文学类,卢森堡语,0,1447,gkspecial8366,050294T,1,48,本科,8,7
202,四年,文学,8367,文学学士,111,2,9,外国语言文学类,卢旺达语,0,1436,gkspecial8367,050295T,1,48,本科,9,7
203,四年,文学,8368,文学学士,120,1,8,外国语言文学类,纽埃语,0,1448,gkspecial8368,050296T,1,48,本科,8,7
204,四年,文学,8369,文学学士,112,1,9,外国语言文学类,皮金语,0,1437,gkspecial8369,050297T,1,48,本科,9,7
205,四年,文学,8370,文学学士,100,2,11,外国语言文学类,切瓦语,0,1412,gkspecial8370,050298T,1,48,本科,11,7
206,四年,文学,8371,文学学士,106,2,10,外国语言文学类,塞苏陀语,0,1429,gkspecial8371,050299T,1,48,本科,10,7
207,四年,文学,107,文学学士,6,61,25108,新闻传播学类,新闻学,990,62,gkspecial107,050301,1,49,本科,304,7
208,四年,文学,108,文学学士,11,27,23093,新闻传播学类,广播电视学,989,86,gkspecial108,050302,1,49,本科,119,7
209,四年,文学,109,文学学士,34,33,14962,新闻传播学类,广告学,988,707,gkspecial109,050303,1,49,本科,183,7
210,四年,文学,110,文学学士,13,37,22983,新闻传播学类,传播学,987,93,gkspecial110,050304,1,49,本科,154,7
211,四年,文学,111,文学学士,16,14,22365,新闻传播学类,编辑出版学,986,113,gkspecial111,050305,1,49,本科,71,7
212,四年,文学,1130,文学学士,5,64,25146,新闻传播学类,网络与新媒体,0,61,gkspecial1130,050306T,1,49,本科,347,7
213,四年,文学,1131,文学学士,18,7,21363,新闻传播学类,数字出版,0,173,gkspecial1131,050307T,1,49,本科,42,7
214,四年,文学,8372,文学学士,90,11,33,新闻传播学类,时尚传播,0,1338,gkspecial8372,050308T,1,49,本科,33,7
215,四年,文学,8373,文学学士,91,14,33,新闻传播学类,国际新闻与传播,0,1339,gkspecial8373,050309T,1,49,本科,33,7
216,四年,历史学,112,历史学学士,2,84,26761,历史学类,历史学,985,47,gkspecial112,060101,1,50,本科,369,8
217,四年,历史学,113,历史学学士,4,15,22329,历史学类,世界史,984,115,gkspecial113,060102,1,50,本科,91,8
218,四年,历史学,114,历史学学士,1,37,30451,历史学类,考古学,983,39,gkspecial114,060103,1,50,本科,190,8
219,四年,历史学,115,历史学学士,3,29,22913,历史学类,文物与博物馆学,982,95,gkspecial115,060104,1,50,本科,114,8
220,四年,历史学,1132,历史学学士,6,15,17339,历史学类,文物保护技术,0,687,gkspecial1132,060105T,1,50,本科,68,8
