,province_id,year,types,score
0,13,2018,2,200.00
1,13,2018,1,200.00
2,13,2017,2,200.00
3,14,2018,1,150.00
4,14,2018,2,150.00
5,14,2017,2,130.00
6,14,2017,1,130.00
7,21,2018,2,343.00
8,21,2018,1,180.00
9,21,2017,2,241.00
10,21,2017,1,181.00
11,23,2018,2,205.00
12,23,2018,1,180.00
13,23,2017,2,193.00
14,23,2017,1,179.00
15,41,2018,2,249.00
16,41,2017,2,228.00
17,51,2018,2,190.00
18,51,2018,1,180.00
19,51,2017,2,190.00
20,51,2017,1,180.00
21,52,2017,2,456.00
22,52,2017,1,305.00
23,53,2017,1,260.00
24,62,2017,1,180.00
25,62,2017,2,180.00
