,province_id,year,types,score
0,13,2019,1,233.00
1,13,2018,1,200.00
2,13,2018,2,200.00
3,13,2017,2,312.00
4,13,2017,1,200.00
5,14,2019,1,130.00
6,14,2019,2,130.00
7,14,2018,2,150.00
8,14,2018,1,150.00
9,14,2017,1,130.00
10,14,2017,2,130.00
11,15,2019,2,242.00
12,15,2019,1,223.00
13,15,2018,2,231.00
14,15,2018,1,231.00
15,21,2019,2,417.00
16,21,2019,1,253.00
17,21,2018,2,392.00
18,21,2018,1,253.00
19,21,2017,2,303.00
20,21,2017,1,266.00
21,22,2019,2,378.00
22,22,2019,1,349.00
23,22,2018,1,303.00
24,22,2018,2,301.00
25,36,2019,2,160.00
26,36,2019,1,160.00
27,37,2019,2,467.00
28,37,2019,1,402.00
29,37,2018,2,444.00
30,37,2018,1,369.00
31,37,2017,2,411.00
32,37,2017,1,356.00
33,42,2019,1,200.00
34,42,2019,2,200.00
35,42,2018,1,200.00
36,42,2017,1,200.00
37,42,2017,2,200.00
38,45,2019,1,284.00
39,45,2019,2,242.00
40,45,2018,2,280.00
41,45,2017,2,309.00
42,50,2019,2,340.00
43,50,2019,1,292.00
44,50,2018,2,203.00
45,50,2018,1,198.00
46,50,2017,1,187.00
47,50,2017,2,187.00
48,51,2019,2,232.00
49,51,2019,1,150.00
50,51,2018,2,190.00
51,51,2018,1,180.00
52,51,2017,2,190.00
53,51,2017,1,180.00
54,52,2019,2,326.00
55,52,2019,1,213.00
56,52,2018,1,259.00
57,52,2018,2,215.00
58,52,2017,2,356.00
59,52,2017,1,218.00
60,53,2019,2,435.00
61,53,2019,1,387.00
62,53,2018,2,427.00
63,53,2018,1,369.00
64,53,2017,2,365.00
65,53,2017,1,322.00
66,62,2019,2,160.00
67,62,2019,1,160.00
68,62,2018,2,267.00
69,62,2018,1,239.00
70,62,2017,2,180.00
71,62,2017,1,180.00
72,63,2019,1,232.00
73,63,2018,2,227.00
74,65,2019,2,331.00
75,65,2019,1,224.00
76,65,2018,2,310.00
77,65,2018,1,249.00
78,65,2017,2,225.00
79,41,2018,2,295.00
80,41,2018,1,225.00
81,41,2017,2,205.00
82,41,2017,1,197.00
83,64,2017,1,255.00
