,province_id,year,types,score
0,13,2019,1,260.00
1,13,2018,2,200.00
2,13,2018,1,200.00
3,14,2019,2,130.00
4,14,2019,1,130.00
5,14,2018,2,150.00
6,14,2017,2,172.00
7,14,2017,1,130.00
8,15,2019,2,228.00
9,15,2019,1,222.00
10,21,2019,2,431.00
11,21,2019,1,357.00
12,21,2018,2,394.00
13,21,2018,1,341.00
14,21,2017,2,399.00
15,21,2017,1,313.00
16,22,2019,2,369.00
17,22,2019,1,341.00
18,23,2019,1,250.00
19,23,2019,2,221.00
20,23,2018,1,193.00
21,23,2018,2,178.00
22,23,2017,2,196.00
23,23,2017,1,166.00
24,32,2019,1,260.00
25,32,2018,1,248.00
26,32,2018,2,228.00
27,32,2017,1,233.00
28,32,2017,2,209.00
29,33,2019,3,345.00
30,33,2018,3,344.00
31,33,2017,3,393.00
32,34,2019,2,276.00
33,34,2018,2,261.00
34,34,2017,2,268.00
35,34,2017,1,222.00
36,36,2019,2,160.00
37,36,2019,1,160.00
38,36,2018,2,160.00
39,36,2018,1,160.00
40,37,2019,2,351.00
41,37,2019,1,319.00
42,37,2018,2,308.00
43,37,2018,1,253.00
44,37,2017,2,347.00
45,37,2017,1,244.00
46,43,2019,1,200.00
47,43,2018,2,200.00
48,43,2018,1,200.00
49,45,2019,2,252.00
50,45,2019,1,207.00
51,45,2018,2,434.00
52,45,2018,1,261.00
53,46,2019,1,293.00
54,46,2019,2,280.00
55,46,2018,2,430.00
56,46,2018,1,353.00
57,46,2017,1,306.00
58,46,2017,2,280.00
59,51,2019,1,150.00
60,51,2019,2,150.00
61,51,2018,2,190.00
62,51,2018,1,180.00
63,51,2017,2,190.00
64,51,2017,1,180.00
65,52,2019,2,291.00
66,52,2019,1,184.00
67,52,2018,1,207.00
68,53,2019,2,309.00
69,53,2019,1,264.00
70,53,2018,2,369.00
71,53,2018,1,230.00
72,53,2017,2,391.00
73,53,2017,1,231.00
74,62,2019,1,160.00
75,62,2019,2,160.00
76,62,2017,1,180.00
77,62,2017,2,180.00
78,63,2019,1,262.00
79,41,2018,1,287.00
80,41,2018,2,250.00
81,41,2017,1,255.00
82,42,2018,1,200.00
83,42,2018,2,200.00
84,64,2018,1,213.00
85,64,2017,2,424.00
86,65,2018,2,354.00
87,65,2018,1,211.00
88,65,2017,1,218.00
