,province_id,year,types,score
0,12,2019,1,256.00
1,12,2019,2,208.00
2,12,2018,1,211.00
3,13,2019,2,370.00
4,13,2019,1,264.00
5,13,2018,2,331.00
6,13,2018,1,200.00
7,13,2017,2,200.00
8,13,2017,1,200.00
9,14,2019,1,190.00
10,14,2019,2,130.00
11,14,2018,1,150.00
12,14,2018,2,150.00
13,14,2017,1,130.00
14,14,2017,2,130.00
15,15,2019,2,238.00
16,15,2019,1,196.00
17,21,2019,2,405.00
18,21,2019,1,345.00
19,21,2018,2,392.00
20,21,2018,1,343.00
21,21,2017,1,301.00
22,21,2017,2,299.00
23,22,2019,1,273.00
24,22,2019,2,247.00
25,23,2019,2,216.00
26,23,2019,1,212.00
27,23,2018,2,205.00
28,23,2018,1,167.00
29,23,2017,2,238.00
30,23,2017,1,167.00
31,32,2019,1,260.00
32,32,2018,1,248.00
33,32,2018,2,228.00
34,32,2017,1,233.00
35,32,2017,2,209.00
36,33,2019,3,264.00
37,33,2018,3,356.00
38,34,2019,2,424.00
39,34,2018,1,351.00
40,34,2018,2,330.00
41,35,2019,2,300.00
42,35,2019,1,229.00
43,36,2019,2,160.00
44,36,2019,1,160.00
45,36,2018,1,252.00
46,36,2018,2,160.00
47,36,2017,1,243.00
48,36,2017,2,180.00
49,37,2019,2,331.00
50,37,2019,1,228.00
51,37,2018,2,327.00
52,37,2018,1,230.00
53,42,2019,1,200.00
54,42,2019,2,200.00
55,42,2018,1,200.00
56,42,2018,2,200.00
57,42,2017,1,200.00
58,42,2017,2,200.00
59,43,2019,2,200.00
60,43,2019,1,200.00
61,43,2018,2,200.00
62,43,2018,1,200.00
63,43,2017,1,240.00
64,43,2017,2,200.00
65,44,2019,2,383.00
66,44,2019,1,196.00
67,44,2018,2,353.00
68,44,2018,1,206.00
69,44,2017,2,283.00
70,44,2017,1,203.00
71,45,2019,2,277.00
72,45,2019,1,259.00
73,45,2018,2,244.00
74,45,2018,1,219.00
75,45,2017,2,241.00
76,45,2017,1,226.00
77,46,2019,2,377.00
78,46,2019,1,347.00
79,46,2018,2,423.00
80,46,2018,1,381.00
81,46,2017,1,402.00
82,46,2017,2,386.00
83,51,2019,1,150.00
84,51,2019,2,150.00
85,51,2018,2,190.00
86,51,2018,1,180.00
87,51,2017,2,190.00
88,51,2017,1,180.00
89,52,2019,2,279.00
90,52,2019,1,201.00
91,52,2018,2,351.00
92,52,2018,1,232.00
93,52,2017,2,259.00
94,52,2017,1,255.00
95,53,2019,2,326.00
96,53,2019,1,273.00
97,53,2018,2,321.00
98,53,2018,1,276.00
99,53,2017,2,366.00
100,53,2017,1,294.00
101,61,2019,2,314.00
102,61,2019,1,228.00
103,61,2018,2,359.00
104,61,2018,1,210.00
105,61,2017,2,344.00
106,61,2017,1,231.00
107,62,2019,1,160.00
108,62,2019,2,160.00
109,62,2017,2,180.00
110,62,2017,1,180.00
111,63,2019,1,257.00
112,63,2019,2,235.00
113,65,2019,1,212.00
114,65,2019,2,206.00
115,65,2018,2,226.00
116,65,2018,1,203.00
117,65,2017,2,214.00
118,65,2017,1,203.00
119,41,2018,1,295.00
120,41,2018,2,280.00
121,41,2017,2,254.00
122,50,2017,1,218.00
