,province_id,year,types,score
0,37,2019,2,394.00
1,37,2018,2,337.00
2,37,2017,2,292.00
3,50,2019,2,268.00
4,50,2019,1,192.00
5,50,2018,1,159.00
6,50,2018,2,151.00
7,50,2017,2,172.00
8,50,2017,1,143.00
9,51,2019,2,225.00
10,51,2019,1,150.00
11,51,2018,2,405.00
12,51,2018,1,325.00
13,51,2017,2,382.00
14,51,2017,1,306.00
15,52,2019,2,318.00
16,52,2019,1,198.00
17,52,2018,2,415.00
18,52,2018,1,284.00
19,52,2017,2,388.00
20,52,2017,1,282.00
21,53,2019,2,401.00
22,53,2019,1,293.00
23,53,2018,2,431.00
24,53,2018,1,334.00
25,53,2017,2,414.00
26,53,2017,1,340.00
27,62,2019,1,326.00
28,62,2017,1,345.00
29,63,2019,1,269.00
30,65,2019,2,332.00
31,65,2019,1,273.00
32,65,2018,1,242.00
33,65,2018,2,233.00
34,65,2017,2,327.00
35,65,2017,1,280.00
36,64,2018,1,329.00
37,64,2017,1,284.00
