,province_id,year,types,score
0,22,2019,2,320.00
1,22,2019,1,310.00
2,35,2019,2,371.00
3,35,2019,1,282.00
4,43,2019,2,393.00
5,43,2019,1,294.00
6,43,2018,2,372.00
7,43,2018,1,258.00
8,43,2017,2,322.00
9,43,2017,1,266.00
10,44,2019,2,414.00
11,44,2019,1,353.00
12,44,2018,2,408.00
13,44,2018,1,322.00
14,44,2017,2,345.00
15,44,2017,1,249.00
16,46,2019,1,417.00
17,46,2018,1,452.00
18,46,2017,2,486.00
19,46,2017,1,480.00
20,50,2019,2,355.00
21,50,2019,1,259.00
22,50,2018,1,200.00
23,50,2018,2,190.00
24,50,2017,1,165.00
25,50,2017,2,159.00
26,51,2019,1,150.00
27,51,2019,2,150.00
28,51,2018,2,398.00
29,51,2018,1,180.00
30,51,2017,2,369.00
31,51,2017,1,268.00
32,52,2019,2,395.00
33,52,2019,1,310.00
34,52,2018,2,428.00
35,52,2018,1,315.00
36,52,2017,2,406.00
37,52,2017,1,313.00
38,53,2019,2,438.00
39,53,2019,1,364.00
40,53,2018,2,444.00
41,53,2018,1,374.00
42,53,2017,2,419.00
43,53,2017,1,359.00
44,41,2018,2,273.00
45,41,2018,1,252.00
46,41,2017,1,277.00
47,45,2018,2,338.00
48,45,2018,1,289.00
49,45,2017,2,318.00
50,45,2017,1,266.00
51,42,2017,1,200.00
52,42,2017,2,200.00
