,province_id,year,types,score
0,13,2019,1,459.00
1,13,2018,1,441.00
2,13,2017,2,474.00
3,13,2017,1,449.00
4,14,2019,2,499.00
5,14,2019,1,442.00
6,14,2018,2,498.00
7,14,2018,1,452.00
8,14,2017,2,467.00
9,14,2017,1,427.00
10,15,2019,1,469.00
11,15,2018,1,461.00
12,15,2017,1,445.00
13,22,2019,1,442.00
14,22,2018,1,423.00
15,22,2017,1,383.00
16,23,2019,2,472.00
17,23,2019,1,461.00
18,23,2018,2,437.00
19,23,2018,1,437.00
20,23,2017,2,421.00
21,23,2017,1,400.00
22,32,2019,2,320.00
23,32,2018,2,313.00
24,32,2017,2,303.00
25,34,2019,2,532.00
26,34,2018,2,524.00
27,34,2017,2,487.00
28,35,2019,2,507.00
29,35,2018,2,453.00
30,35,2018,1,402.00
31,35,2017,2,446.00
32,36,2019,2,531.00
33,36,2019,1,481.00
34,36,2018,2,529.00
35,36,2018,1,477.00
36,36,2017,2,480.00
37,36,2017,1,422.00
38,37,2019,2,527.00
39,37,2019,1,470.00
40,37,2018,2,526.00
41,37,2018,1,464.00
42,37,2017,2,501.00
43,37,2017,1,461.00
44,41,2019,1,462.00
45,41,2018,1,447.00
46,41,2017,1,438.00
47,42,2019,2,515.00
48,42,2019,1,459.00
49,42,2018,2,528.00
50,42,2018,1,451.00
51,42,2017,2,456.00
52,42,2017,1,418.00
53,43,2019,2,544.00
54,43,2019,1,485.00
55,43,2018,2,545.00
56,43,2018,1,482.00
57,43,2017,2,492.00
58,43,2017,1,446.00
59,44,2019,2,515.00
60,44,2018,2,502.00
61,45,2019,1,437.00
62,45,2019,2,409.00
63,45,2018,2,516.00
64,45,2018,1,426.00
65,45,2017,2,485.00
66,45,2017,1,373.00
67,46,2019,1,556.00
68,46,2018,1,542.00
69,50,2019,2,517.00
70,50,2019,1,493.00
71,50,2018,1,505.00
72,50,2018,2,484.00
73,50,2017,1,446.00
74,51,2019,2,519.00
75,51,2019,1,516.00
76,51,2018,2,531.00
77,51,2018,1,509.00
78,51,2017,2,496.00
79,51,2017,1,486.00
80,52,2019,2,545.00
81,52,2019,1,479.00
82,52,2018,2,575.00
83,52,2018,1,484.00
84,52,2017,2,545.00
85,52,2017,1,472.00
86,53,2019,1,479.00
87,53,2018,1,462.00
88,61,2019,2,499.00
89,61,2019,1,453.00
90,61,2018,2,481.00
91,61,2018,1,435.00
92,61,2017,2,460.00
93,65,2019,2,464.00
94,65,2018,2,442.00
95,62,2017,1,417.00
