,province_id,year,types,score
0,12,2019,1,176.00
1,13,2019,2,407.00
2,13,2019,1,334.00
3,13,2018,2,380.00
4,13,2018,1,274.00
5,13,2017,2,246.00
6,13,2017,1,200.00
7,14,2019,2,130.00
8,14,2019,1,130.00
9,14,2018,2,150.00
10,14,2018,1,150.00
11,14,2017,2,130.00
12,14,2017,1,130.00
13,15,2019,2,338.00
14,15,2019,1,208.00
15,15,2018,2,365.00
16,15,2018,1,239.00
17,15,2017,1,242.00
18,15,2017,2,225.00
19,22,2019,2,350.00
20,22,2019,1,326.00
21,22,2018,1,354.00
22,22,2018,2,225.00
23,22,2017,2,262.00
24,22,2017,1,180.00
25,33,2019,3,496.00
26,33,2018,3,490.00
27,33,2017,3,480.00
28,34,2019,2,403.00
29,34,2019,1,214.00
30,34,2018,2,331.00
31,34,2018,1,206.00
32,34,2017,2,257.00
33,34,2017,1,206.00
34,35,2019,2,317.00
35,35,2019,1,301.00
36,35,2018,2,366.00
37,35,2018,1,268.00
38,35,2017,2,336.00
39,35,2017,1,244.00
40,36,2019,2,397.00
41,36,2019,1,377.00
42,36,2018,2,368.00
43,36,2018,1,358.00
44,36,2017,2,339.00
45,36,2017,1,256.00
46,37,2019,2,476.00
47,37,2019,1,414.00
48,37,2018,2,457.00
49,37,2018,1,356.00
50,37,2017,2,431.00
51,37,2017,1,310.00
52,42,2019,1,382.00
53,42,2019,2,348.00
54,42,2018,1,357.00
55,42,2018,2,311.00
56,42,2017,2,306.00
57,42,2017,1,231.00
58,43,2019,2,406.00
59,43,2019,1,331.00
60,43,2018,2,394.00
61,43,2018,1,345.00
62,43,2017,2,373.00
63,43,2017,1,309.00
64,44,2019,2,410.00
65,44,2019,1,314.00
66,44,2018,2,446.00
67,44,2018,1,399.00
68,44,2017,2,372.00
69,44,2017,1,332.00
70,45,2019,1,290.00
71,45,2019,2,219.00
72,45,2018,2,348.00
73,45,2018,1,243.00
74,45,2017,2,316.00
75,45,2017,1,241.00
76,46,2019,2,483.00
77,46,2019,1,437.00
78,46,2018,1,454.00
79,46,2018,2,444.00
80,46,2017,1,460.00
81,46,2017,2,447.00
82,50,2019,2,384.00
83,50,2019,1,318.00
84,50,2018,2,233.00
85,50,2018,1,228.00
86,50,2017,2,212.00
87,50,2017,1,188.00
88,51,2019,2,354.00
89,51,2019,1,150.00
90,51,2018,2,382.00
91,51,2018,1,323.00
92,51,2017,2,344.00
93,51,2017,1,271.00
94,52,2019,2,422.00
95,52,2019,1,344.00
96,52,2018,2,460.00
97,52,2018,1,353.00
98,52,2017,2,435.00
99,52,2017,1,332.00
100,53,2019,2,433.00
101,53,2019,1,362.00
102,53,2018,2,440.00
103,53,2018,1,370.00
104,53,2017,2,417.00
105,53,2017,1,348.00
106,61,2019,2,329.00
107,61,2018,2,331.00
108,62,2019,2,326.00
109,62,2019,1,160.00
110,62,2018,1,340.00
111,62,2018,2,261.00
112,62,2017,1,245.00
113,62,2017,2,215.00
114,63,2019,2,340.00
115,63,2019,1,292.00
116,63,2018,2,343.00
117,63,2018,1,261.00
118,63,2017,2,333.00
119,63,2017,1,278.00
120,64,2019,2,411.00
121,64,2018,2,393.00
122,64,2017,2,247.00
123,65,2019,2,339.00
124,65,2019,1,286.00
125,65,2018,2,282.00
126,65,2018,1,274.00
127,65,2017,2,305.00
128,65,2017,1,263.00
129,41,2018,2,252.00
130,41,2018,1,208.00
131,41,2017,1,213.00
132,41,2017,2,188.00
133,54,2018,2,315.00
134,54,2017,2,292.00
