,province_id,year,types,score
0,36,2019,2,360.00
1,36,2019,1,160.00
2,36,2018,2,285.00
3,42,2019,2,200.00
4,42,2019,1,200.00
5,42,2018,2,200.00
6,42,2017,2,200.00
7,43,2019,2,450.00
8,43,2019,1,362.00
9,43,2018,2,440.00
10,43,2018,1,334.00
11,43,2017,2,376.00
12,43,2017,1,335.00
13,44,2019,2,424.00
14,44,2019,1,301.00
15,44,2018,2,414.00
16,44,2018,1,267.00
17,44,2017,2,382.00
18,44,2017,1,297.00
19,45,2019,2,242.00
20,45,2019,1,186.00
21,45,2018,2,325.00
22,45,2018,1,282.00
23,45,2017,2,275.00
24,45,2017,1,217.00
25,46,2019,2,431.00
26,46,2018,2,415.00
27,46,2018,1,372.00
28,46,2017,2,346.00
