,province_id,year,types,score
0,13,2019,2,220.00
1,13,2019,1,200.00
2,13,2018,2,200.00
3,13,2018,1,200.00
4,13,2017,2,200.00
5,13,2017,1,200.00
6,14,2019,2,130.00
7,14,2019,1,130.00
8,14,2018,1,150.00
9,14,2018,2,150.00
10,14,2017,1,130.00
11,14,2017,2,130.00
12,15,2019,2,218.00
13,15,2019,1,180.00
14,21,2019,2,295.00
15,21,2019,1,193.00
16,21,2018,2,345.00
17,21,2018,1,190.00
18,21,2017,2,315.00
19,21,2017,1,190.00
20,22,2019,1,226.00
21,22,2019,2,212.00
22,23,2019,2,160.00
23,23,2019,1,160.00
24,23,2018,2,161.00
25,23,2018,1,160.00
26,23,2017,1,160.00
27,23,2017,2,160.00
28,36,2019,2,160.00
29,36,2019,1,160.00
30,36,2018,2,160.00
31,36,2018,1,160.00
32,36,2017,2,180.00
33,36,2017,1,180.00
34,37,2019,1,266.00
35,37,2019,2,232.00
36,37,2018,1,228.00
37,37,2018,2,202.00
38,37,2017,1,189.00
39,37,2017,2,172.00
40,42,2019,1,200.00
41,42,2019,2,200.00
42,42,2018,1,200.00
43,42,2018,2,200.00
44,42,2017,1,200.00
45,42,2017,2,200.00
46,46,2019,2,442.00
47,46,2019,1,280.00
48,46,2018,2,445.00
49,46,2018,1,280.00
50,46,2017,2,280.00
51,46,2017,1,280.00
52,51,2019,1,150.00
53,51,2019,2,150.00
54,51,2018,2,267.00
55,51,2018,1,180.00
56,51,2017,2,190.00
57,51,2017,1,180.00
58,52,2019,2,321.00
59,52,2019,1,192.00
60,52,2018,2,249.00
61,52,2018,1,210.00
62,52,2017,2,326.00
63,52,2017,1,224.00
64,53,2019,2,320.00
65,53,2019,1,217.00
66,53,2018,2,353.00
67,53,2017,2,359.00
68,53,2017,1,278.00
69,62,2019,1,160.00
70,62,2019,2,160.00
71,62,2017,1,180.00
72,62,2017,2,180.00
73,63,2019,2,227.00
74,65,2019,2,229.00
75,65,2018,1,311.00
76,65,2017,2,277.00
77,41,2018,1,336.00
78,41,2018,2,183.00
79,43,2018,1,200.00
80,43,2018,2,200.00
81,43,2017,2,200.00
82,43,2017,1,200.00
83,44,2018,2,300.00
84,44,2018,1,238.00
85,34,2017,2,215.00
86,50,2017,1,217.00
