,province_id,year,types,score
0,13,2019,1,369.00
1,13,2018,1,322.00
2,13,2017,1,304.00
3,14,2019,1,320.00
4,14,2018,1,279.00
5,14,2017,1,259.00
6,15,2019,1,288.00
7,15,2017,1,187.00
8,21,2019,1,394.00
9,21,2018,1,353.00
10,21,2017,1,333.00
11,22,2019,1,344.00
12,22,2017,1,275.00
13,36,2019,1,348.00
14,36,2018,2,330.00
15,36,2018,1,287.00
16,36,2017,2,316.00
17,36,2017,1,251.00
18,50,2019,1,282.00
19,50,2018,1,215.00
20,50,2018,2,210.00
21,50,2017,1,172.00
22,50,2017,2,166.00
23,51,2019,2,432.00
24,51,2019,1,420.00
25,51,2018,2,449.00
26,51,2018,1,438.00
27,51,2017,2,416.00
28,51,2017,1,349.00
29,52,2019,2,376.00
30,52,2019,1,332.00
31,52,2018,1,337.00
32,52,2018,2,316.00
33,52,2017,1,305.00
34,53,2019,2,450.00
35,53,2019,1,412.00
36,53,2018,2,456.00
37,53,2018,1,389.00
38,53,2017,2,449.00
39,53,2017,1,375.00
40,62,2019,1,352.00
41,62,2017,1,324.00
42,63,2019,1,328.00
43,63,2017,1,270.00
44,64,2019,1,333.00
45,64,2018,1,315.00
46,64,2017,1,299.00
47,34,2018,1,287.00
48,34,2017,1,294.00
49,37,2018,1,311.00
50,37,2017,1,184.00
51,61,2018,1,252.00
52,61,2017,1,258.00
53,41,2017,1,323.00
54,54,2017,1,218.00
