,province_id,year,types,score
0,12,2019,1,485.00
1,12,2018,1,495.00
2,12,2017,1,470.00
3,13,2019,1,501.00
4,13,2018,1,513.00
5,13,2017,1,484.00
6,14,2019,1,500.00
7,14,2018,1,486.00
8,14,2017,1,473.00
9,15,2019,2,522.00
10,15,2019,1,493.00
11,15,2019,32,481.00
12,15,2019,33,425.00
13,15,2018,2,488.00
14,15,2018,1,455.00
15,21,2019,1,369.00
16,21,2018,1,507.00
17,21,2017,1,460.00
18,22,2019,1,491.00
19,22,2018,1,453.00
20,22,2017,1,353.00
21,23,2019,1,484.00
22,23,2018,1,470.00
23,23,2017,1,434.00
24,32,2019,1,347.00
25,32,2018,1,335.00
26,32,2017,1,321.00
27,33,2019,3,563.00
28,33,2018,3,558.00
29,33,2017,3,545.00
30,34,2019,1,492.00
31,34,2018,1,498.00
32,34,2017,1,479.00
33,35,2019,1,461.00
34,35,2018,1,390.00
35,35,2017,1,402.00
36,36,2019,1,483.00
37,36,2018,1,521.00
38,36,2017,1,486.00
39,37,2019,1,524.00
40,37,2018,1,543.00
41,37,2017,1,526.00
42,41,2019,1,503.00
43,41,2018,1,492.00
44,41,2017,1,481.00
45,42,2019,1,477.00
46,42,2018,1,476.00
47,42,2017,1,433.00
48,43,2019,1,477.00
49,43,2018,1,496.00
50,43,2017,1,477.00
51,44,2019,1,474.00
52,44,2018,1,477.00
53,44,2017,1,444.00
54,45,2019,1,410.00
55,45,2018,2,443.00
56,45,2017,1,388.00
57,46,2019,1,566.00
58,46,2018,1,554.00
59,46,2017,1,558.00
60,50,2019,1,511.00
61,50,2018,1,510.00
62,50,2017,1,488.00
63,51,2019,1,525.00
64,51,2018,1,546.00
65,51,2017,1,489.00
66,52,2019,1,460.00
67,52,2018,1,473.00
68,52,2017,1,435.00
69,53,2019,1,519.00
70,53,2018,1,518.00
71,53,2017,1,496.00
72,61,2019,1,471.00
73,61,2018,1,467.00
74,61,2017,1,437.00
75,62,2019,1,475.00
76,62,2018,1,486.00
77,62,2017,1,443.00
78,63,2019,1,406.00
79,63,2018,1,304.00
80,63,2017,1,317.00
81,64,2019,1,451.00
82,64,2018,1,466.00
83,64,2017,1,435.00
84,65,2018,1,442.00
85,65,2017,1,397.00
