,province_id,year,types,score
0,13,2019,2,523.00
1,13,2019,1,463.00
2,13,2018,2,520.00
3,13,2018,1,457.00
4,13,2017,2,469.00
5,13,2017,1,420.00
6,14,2019,2,491.00
7,14,2019,1,428.00
8,14,2018,2,498.00
9,14,2018,1,439.00
10,14,2017,2,468.00
11,14,2017,1,403.00
12,15,2019,2,467.00
13,15,2019,1,382.00
14,15,2018,2,451.00
15,15,2018,1,382.00
16,15,2017,2,422.00
17,15,2017,1,359.00
18,21,2019,2,533.00
19,21,2019,1,449.00
20,21,2018,2,516.00
21,21,2018,1,453.00
22,21,2017,2,484.00
23,21,2017,1,420.00
24,22,2019,2,461.00
25,22,2019,1,419.00
26,22,2018,2,436.00
27,22,2018,1,405.00
28,22,2017,2,412.00
29,22,2017,1,359.00
30,23,2019,2,447.00
31,23,2019,1,435.00
32,23,2018,1,413.00
33,23,2018,2,410.00
34,23,2017,2,441.00
35,23,2017,1,382.00
36,32,2019,1,320.00
37,32,2019,2,308.00
38,32,2018,2,309.00
39,32,2018,1,305.00
40,32,2017,2,301.00
41,32,2017,1,281.00
42,33,2019,3,549.00
43,33,2018,3,490.00
44,33,2017,3,500.00
45,34,2019,2,525.00
46,34,2019,1,459.00
47,34,2018,2,520.00
48,34,2018,1,467.00
49,34,2017,2,479.00
50,34,2017,1,445.00
51,35,2019,2,497.00
52,35,2019,1,428.00
53,35,2018,2,480.00
54,35,2018,1,417.00
55,35,2017,2,416.00
56,35,2017,1,367.00
57,36,2019,2,525.00
58,36,2019,1,474.00
59,36,2018,2,528.00
60,36,2018,1,470.00
61,36,2017,2,483.00
62,36,2017,1,447.00
63,37,2019,2,521.00
64,37,2019,1,472.00
65,37,2018,2,524.00
66,37,2018,1,466.00
67,37,2017,2,498.00
68,37,2017,1,460.00
69,41,2019,2,506.00
70,41,2019,1,455.00
71,41,2018,2,513.00
72,41,2018,1,453.00
73,41,2017,2,471.00
74,41,2017,1,432.00
75,42,2019,2,500.00
76,42,2019,1,447.00
77,42,2018,2,508.00
78,42,2018,1,440.00
79,42,2017,2,435.00
80,42,2017,1,408.00
81,43,2019,2,525.00
82,43,2019,1,454.00
83,43,2018,2,528.00
84,43,2018,1,455.00
85,43,2017,2,487.00
86,43,2017,1,431.00
87,44,2019,2,513.00
88,44,2019,1,441.00
89,44,2018,2,505.00
90,44,2018,1,434.00
91,44,2017,2,452.00
92,44,2017,1,418.00
93,45,2019,2,420.00
94,45,2019,1,390.00
95,45,2018,2,444.00
96,45,2018,1,379.00
97,45,2017,2,413.00
98,45,2017,1,329.00
99,46,2019,2,600.00
100,46,2019,1,548.00
101,46,2018,2,595.00
102,46,2018,1,548.00
103,46,2017,2,585.00
104,46,2017,1,550.00
105,50,2019,2,512.00
106,50,2019,1,471.00
107,50,2018,2,488.00
108,50,2018,1,476.00
109,50,2017,2,484.00
110,50,2017,1,443.00
111,51,2019,2,508.00
112,51,2019,1,498.00
113,51,2018,2,525.00
114,51,2018,1,493.00
115,51,2017,2,496.00
116,51,2017,1,470.00
117,52,2019,2,490.00
118,52,2019,1,405.00
119,52,2018,2,517.00
120,52,2018,1,410.00
121,52,2017,2,493.00
122,52,2017,1,391.00
123,53,2019,2,507.00
124,53,2019,1,466.00
125,53,2018,2,524.00
126,53,2018,1,458.00
127,53,2017,2,499.00
128,53,2017,1,428.00
129,54,2019,2,313.00
130,54,2019,1,284.00
131,54,2018,2,333.00
132,54,2018,1,279.00
133,54,2017,2,306.00
134,54,2017,1,248.00
135,61,2019,2,497.00
136,61,2019,1,444.00
137,61,2018,2,481.00
138,61,2018,1,433.00
139,61,2017,2,462.00
140,61,2017,1,412.00
141,62,2019,2,490.00
142,62,2019,1,440.00
143,62,2018,2,464.00
144,62,2018,1,445.00
145,62,2017,2,466.00
146,62,2017,1,417.00
147,63,2019,2,448.00
148,63,2019,1,378.00
149,63,2018,2,426.00
150,63,2018,1,362.00
151,63,2017,2,435.00
152,63,2017,1,354.00
153,64,2019,2,508.00
154,64,2019,1,418.00
155,64,2018,2,498.00
156,64,2018,1,434.00
157,65,2019,2,458.00
158,65,2019,1,405.00
159,65,2018,2,447.00
160,65,2018,1,428.00
161,65,2017,2,430.00
162,65,2017,1,392.00
