,province_id,year,types,score
0,14,2019,2,130.00
1,14,2018,1,150.00
2,14,2018,2,150.00
3,14,2017,2,130.00
4,15,2019,2,301.00
5,21,2019,2,403.00
6,21,2018,2,350.00
7,21,2018,1,316.00
8,21,2017,1,262.00
9,21,2017,2,261.00
10,34,2019,2,448.00
11,34,2018,2,398.00
12,34,2017,2,328.00
13,35,2019,2,323.00
14,36,2019,2,336.00
15,36,2019,1,255.00
16,36,2018,2,301.00
17,36,2018,1,258.00
18,36,2017,2,252.00
19,36,2017,1,241.00
20,37,2019,2,424.00
21,37,2019,1,379.00
22,37,2018,2,366.00
23,37,2018,1,292.00
24,37,2017,2,350.00
25,37,2017,1,219.00
26,42,2019,2,200.00
27,43,2019,2,462.00
28,43,2019,1,369.00
29,43,2018,2,447.00
30,43,2018,1,335.00
31,43,2017,2,402.00
32,43,2017,1,299.00
33,44,2019,2,433.00
34,44,2019,1,267.00
35,44,2018,2,418.00
36,44,2018,1,215.00
37,44,2017,2,350.00
38,44,2017,1,226.00
39,45,2019,2,377.00
40,45,2019,1,344.00
41,45,2018,2,382.00
42,45,2018,1,332.00
43,45,2017,2,364.00
44,45,2017,1,307.00
45,51,2019,2,150.00
46,51,2018,2,480.00
47,51,2018,1,180.00
48,51,2017,2,413.00
49,51,2017,1,382.00
50,52,2019,2,417.00
51,52,2019,1,355.00
52,52,2018,2,448.00
53,52,2018,1,355.00
54,52,2017,2,439.00
55,52,2017,1,322.00
56,53,2019,2,458.00
57,53,2019,1,411.00
58,53,2018,2,461.00
59,53,2018,1,391.00
60,53,2017,2,428.00
61,53,2017,1,376.00
62,62,2019,1,160.00
63,62,2019,2,160.00
64,62,2017,2,180.00
65,62,2017,1,180.00
66,13,2018,2,247.00
67,13,2018,1,247.00
68,13,2017,2,200.00
69,13,2017,1,200.00
70,41,2018,1,366.00
71,41,2018,2,283.00
72,41,2017,1,301.00
73,41,2017,2,231.00
